Unnamed: 0	ld_carboxypeptidase-unclustered	ld_carboxypeptidase-mmseqs_cluster	ld_carboxypeptidase-foldseek_cluster
36451	UPI000FBEFFCB	A0A4U3MLC1	A0A2C6E889
36452	UPI001C12598B	A0A4U3MLC1	A0A2C6E889
36453	A0A5P8JZP2	A0A4U3MLC1	A0A2C6E889
36454	UPI000FFF63EA	A0A4U3MLC1	A0A2C6E889
36455	UPI001358A826	A0A4U3MLC1	A0A2C6E889
36456	UPI001F6019DB	A0A4U3MLC1	A0A2C6E889
36457	A0A927LAN6	A0A4U3MLC1	A0A2C6E889
36458	A0A4D4M3T0	A0A4U3MLC1	A0A2C6E889
36459	UPI000A36B177	A0A4U3MLC1	A0A2C6E889
36460	UPI001C9DFB17	A0A4U3MLC1	A0A2C6E889
36461	A0A7T7REW4	A0A4U3MLC1	A0A2C6E889
36462	UPI00166F876C	A0A4U3MLC1	A0A2C6E889
36463	UPI0021C1D262	A0A4U3MLC1	A0A2C6E889
36464	A0A550HXZ5	A0A4U3MLC1	A0A2C6E889
36465	UPI0006EBD141	A0A4U3MLC1	A0A2C6E889
36466	UPI001B30E329	A0A4U3MLC1	A0A2C6E889
36467	UPI0006E1FFFC	A0A4U3MLC1	A0A2C6E889
36468	S2Y0P9	A0A4U3MLC1	A0A2C6E889
36469	UPI000A3B4A45	A0A4U3MLC1	A0A2C6E889
36470	UPI001BFEFFE4	A0A4U3MLC1	A0A2C6E889
36471	UPI001EFBA522	A0A4U3MLC1	A0A2C6E889
36472	UPI0004E6870E	A0A4U3MLC1	A0A2C6E889
36473	UPI001C2713A8	A0A4U3MLC1	A0A2C6E889
36474	UPI001CC1A5DD	A0A4U3MLC1	A0A2C6E889
36475	L1KQG6	A0A4U3MLC1	A0A2C6E889
36476	A0A3R9UKZ8	A0A4U3MLC1	A0A2C6E889
36477	A0A4P8T1D7	A0A4U3MLC1	A0A2C6E889
36478	UPI0005EEED1D	A0A4U3MLC1	A0A2C6E889
36479	UPI00187270F6	A0A4U3MLC1	A0A2C6E889
36480	UPI00098AB235	A0A4U3MLC1	A0A2C6E889
36481	UPI00167D85AE	A0A4U3MLC1	A0A2C6E889
36482	UPI001CE3AB07	A0A4U3MLC1	A0A2C6E889
36483	UPI0006195D57	A0A4U3MLC1	A0A2C6E889
36484	A0A4Q6ISI2	A0A4U3MLC1	A0A2C6E889
36485	A0A8G0XFB3	A0A4U3MLC1	A0A2C6E889
36486	UPI000765AA1F	A0A4U3MLC1	A0A2C6E889
36487	UPI001C6E362C	A0A4U3MLC1	A0A2C6E889
36488	A0A952G404	A0A4U3MLC1	A0A2C6E889
36489	UPI0006E34A82	A0A4U3MLC1	A0A2C6E889
36490	UPI00214AC27A	A0A4U3MLC1	A0A2C6E889
36491	UPI002021C206	A0A4U3MLC1	A0A2C6E889
36492	A0A540NVZ8	A0A4U3MLC1	A0A2C6E889
36493	UPI0006E364DF	A0A4U3MLC1	A0A2C6E889
36494	UPI001AD717C0	A0A4U3MLC1	A0A2C6E889
36495	A0A455SFJ4	A0A4U3MLC1	A0A2C6E889
36496	A0A401ZVE3	A0A4U3MLC1	A0A2C6E889
36497	UPI001FE1CADB	A0A4U3MLC1	A0A2C6E889
36498	A0A838J1H9	A0A4U3MLC1	A0A2C6E889
36499	A0A8J3VQT0	A0A4U3MLC1	A0A2C6E889
36500	UPI000372A761	A0A4U3MLC1	A0A2C6E889
36501	UPI000B2FB5AC	A0A4U3MLC1	A0A2C6E889
36502	A0A919SK33	A0A4U3MLC1	A0A2C6E889
36503	UPI0018F7985E	A0A4U3MLC1	A0A2C6E889
36504	A0A243RWK5	A0A4U3MLC1	A0A2C6E889
36505	UPI00194504FF	A0A4U3MLC1	A0A2C6E889
36506	UPI000829E5BF	A0A4U3MLC1	A0A2C6E889
36507	A0A919W8H0	A0A4U3MLC1	A0A2C6E889
36508	UPI0019453B96	A0A4U3MLC1	A0A2C6E889
36509	UPI0020BD667C	A0A4U3MLC1	A0A2C6E889
36510	UPI001C8664A8	A0A4U3MLC1	A0A2C6E889
36511	UPI0022374ACE	A0A4U3MLC1	A0A2C6E889
36512	UPI001EF99CA1	A0A4U3MLC1	A0A2C6E889
36513	UPI001FE334DF	A0A4U3MLC1	A0A2C6E889
36514	UPI001942A322	A0A4U3MLC1	A0A2C6E889
36515	UPI0021D56EB4	A0A4U3MLC1	A0A2C6E889
36516	A0A1Q7W4I8	A0A4U3MLC1	A0A2C6E889
36517	A0A6V8LGU9	A0A4U3MLC1	A0A2C6E889
36518	UPI000FDB8B31	A0A4U3MLC1	A0A2C6E889
36519	A0A538MSB3	A0A4U3MLC1	A0A2C6E889
36520	A0A931FZV2	A0A4U3MLC1	A0A2C6E889
36521	UPI002043D70A	A0A4U3MLC1	A0A2C6E889
36522	A0A919JAH1	A0A4U3MLC1	A0A2C6E889
36523	A0A919JJP5	A0A4U3MLC1	A0A2C6E889
36524	D2BB19	A0A4U3MLC1	A0A2C6E889
36525	UPI0005F2FC75	A0A4U3MLC1	A0A2C6E889
36526	UPI000B84B35F	A0A4U3MLC1	A0A2C6E889
36527	UPI0004CD7577	A0A4U3MLC1	A0A2C6E889
36528	UPI001CD9D85D	A0A4U3MLC1	A0A2C6E889
36529	A0A2W6BUK2	A0A4U3MLC1	A0A2C6E889
36530	UPI0005242BDD	A0A4U3MLC1	A0A2C6E889
36531	UPI0020219E7A	A0A4U3MLC1	A0A2C6E889
36532	A0A1Q7AQ29	A0A4U3MLC1	A0A2C6E889
36533	UPI0022409EF4	A0A4U3MLC1	A0A2C6E889
36534	UPI00207CDF93	A0A4U3MLC1	A0A2C6E889
36535	UPI0004261E3E	A0A4U3MLC1	A0A2C6E889
36536	UPI001FCEC7E2	A0A4U3MLC1	A0A2C6E889
36537	A0A7W0P0Q3	A0A4U3MLC1	A0A2C6E889
36538	UPI0019530DF7	A0A4U3MLC1	A0A2C6E889
36539	A0A4R4Y8V9	A0A4U3MLC1	A0A2C6E889
36540	A0A919K2N4	A0A4U3MLC1	A0A2C6E889
36541	UPI0019166D40	A0A4U3MLC1	A0A2C6E889
36542	D6U4J2	A0A4U3MLC1	A0A2C6E889
36543	A0A919TT66	A0A4U3MLC1	A0A2C6E889
36544	UPI001944F2A3	A0A4U3MLC1	A0A2C6E889
36545	UPI0004C3F9B3	A0A4U3MLC1	A0A2C6E889
36546	UPI00037ADD65	A0A4U3MLC1	A0A2C6E889
36547	A0A6B2TU82	A0A4U3MLC1	A0A2C6E889
36548	A0A8D6BP86	A0A4U3MLC1	A0A2C6E889
36549	A0A850CYZ0	A0A4U3MLC1	A0A2C6E889
36550	A0A4R0J3T5	A0A4U3MLC1	A0A2C6E889
36551	A0A4V2M4D7	A0A4U3MLC1	A0A2C6E889
36552	A0A4R0JMJ4	A0A4U3MLC1	A0A2C6E889
36553	UPI001EDF7B18	A0A4U3MLC1	A0A2C6E889
36554	UPI001EDCFA5B	A0A4U3MLC1	A0A2C6E889
36555	UPI001AE50194	A0A4U3MLC1	A0A2C6E889
36556	UPI00037EC81D	A0A4U3MLC1	A0A2C6E889
36557	A0A7J9Y962	A0A4U3MLC1	A0A2C6E889
36558	UPI00066262F6	A0A4U3MLC1	A0A2C6E889
36559	A0A540VYV3	A0A4U3MLC1	A0A2C6E889
36560	L1KYJ9	A0A4U3MLC1	A0A2C6E889
36561	A0A7X6KU53	A0A4U3MLC1	A0A2C6E889
36562	UPI001F170E69	UPI001F170E69	
36563	UPI001F48A50A	UPI001F48A50A	
36564	UPI0011E80DE0	UPI0011E80DE0	
36565	UPI0020C87B33	UPI0020C87B33	
36566	UPI0007796240	UPI0007796240	
36567	UPI000AA33117	UPI000AA33117	
36568	UPI001D366FBB	UPI001D366FBB	
36569	UPI0007797B45	UPI0007797B45	
36570	UPI0020C8F9B7	UPI0020C8F9B7	
36571	UPI0004E23445	UPI0004E23445	
36572	UPI00066E9A63	UPI00066E9A63	
36573	UPI000EED5797	UPI000EED5797	
36574	UPI0022848919	UPI0022848919	
36575	UPI00066B2F68	UPI00066B2F68	
36576	UPI001BD993D2	UPI001BD993D2	
36577	UPI0019618219	UPI0019618219	
36578	UPI001912BAB7	UPI001912BAB7	
36579	UPI00189B3E44	UPI00189B3E44	
36580	UPI0008A2B5FC	UPI0008A2B5FC	
36581	UPI002000A0EA	UPI002000A0EA	
36582	UPI00189B6F42	UPI00189B6F42	
36583	UPI001C2E82BC	UPI001C2E82BC	
36584	UPI00066BD599	UPI00066BD599	
36585	UPI0011E667CA	UPI0011E667CA	
36586	UPI00066BF02F	UPI00066BF02F	
36587	UPI00066D77C8	UPI00066D77C8	
36588	UPI001BE55C46	UPI001BE55C46	
36589	UPI000F682963	UPI000F682963	
36590	UPI001CBE09BF	UPI001CBE09BF	
36591	UPI0022852DF6	UPI0022852DF6	
36592	UPI000204C391	UPI000204C391	
36593	UPI001CBAB344	UPI001CBAB344	
36594	UPI0022835F19	UPI0022835F19	
36595	UPI0020018D00	UPI0020018D00	
36596	UPI00077955AD	UPI00077955AD	
36597	UPI0022837A36	UPI0022837A36	
36598	UPI0022851365	UPI0022851365	
36599	UPI000F68994A	UPI000F68994A	
36600	UPI00077977B9	UPI00077977B9	
36601	UPI00073CA472	UPI00073CA472	
36602	UPI000F65A4F1	UPI000F65A4F1	
36603	UPI00065FAE86	UPI00065FAE86	
36604	UPI000F660C55	UPI000F660C55	
36605	UPI0007798FFB	UPI0007798FFB	
36606	UPI000779B5D3	UPI000779B5D3	
36607	UPI000779C270	UPI000779C270	
36608	UPI000F665829	UPI000F665829	
36609	UPI0008A15F49	UPI0008A15F49	
36610	UPI0010FEA11E	UPI0010FEA11E	
36611	UPI000F66EE62	UPI000F66EE62	
36612	UPI001CBEEB46	UPI001CBEEB46	
36613	UPI00076A4068	UPI00076A4068	
36614	UPI000779EE5C	UPI000779EE5C	
36615	UPI0005F1D897	UPI0005F1D897	
36616	UPI000F67411E	UPI000F67411E	
36617	UPI001CC183B2	UPI001CC183B2	
36618	UPI0006616246	UPI0006616246	
36619	UPI001C8CECF1	UPI001C8CECF1	
36620	UPI001CBDB5C0	UPI001CBDB5C0	
36621	UPI000F67CA11	UPI000F67CA11	
36622	UPI001CBDF111	UPI001CBDF111	
36623	UPI002284062F	UPI002284062F	
36624	UPI001EE98D6E	UPI001EE98D6E	
36625	UPI000EA9BD4E	UPI000EA9BD4E	
36626	UPI00128E7403	UPI00128E7403	
36627	UPI001E336360	UPI001E336360	
36628	UPI0012B7FD3C	UPI0012B7FD3C	
36629	UPI00065FFA80	UPI00065FFA80	
36630	UPI00189AA6F1	UPI00189AA6F1	
36631	UPI000660A082	UPI000660A082	
36632	UPI00189BC4DD	UPI00189BC4DD	
36633	UPI001F600EE4	UPI001F600EE4	
36634	UPI001FAF0678	UPI001FAF0678	
36635	UPI001EE0C7AC	UPI001EE0C7AC	
36636	A0A1F9L059	A0A1F9L059	A0A3E3E572
36637	A0A946A192	A0A1F9L059	A0A3E3E572
36638	A0A1H6X1U3	A0A1H6X1U3	A0A1G9E680
36640	A0A1M3MCV5	A0A1M3MCV5	A0A3E3E572
36641	A0A1W9PIF9	A0A1W9PIF9	A0A7X7FE45
36642	UPI001D01F50A	A0A374VY08	A0A660MZL1
36643	R7FCW4	A0A374VY08	A0A660MZL1
36644	A0A374VY08	A0A374VY08	A0A660MZL1
36645	U2KLW8	A0A374VY08	A0A660MZL1
36646	R7GXD7	A0A374VY08	A0A660MZL1
36647	UPI001E3A9F28	UPI001E3A9F28	
36648	UPI001F0DC850	A0A3C2EMA7	A0A3E3E572
36649	UPI00188ADD03	A0A3C2EMA7	A0A3E3E572
36650	UPI0002F09B1F	A0A3C2EMA7	A0A3E3E572
36651	A0A3C2EMA7	A0A3C2EMA7	A0A3E3E572
36652	A0A3D5UEY6	A0A3C2EMA7	A0A3E3E572
36653	A0A7C7AJV7	A0A3C2EMA7	A0A3E3E572
36654	A0A101VAT3	A0A3C2EMA7	A0A3E3E572
36655	A0A974GVS5	A0A3C2EMA7	A0A3E3E572
36656	UPI001F0FAC99	A0A3C2EMA7	A0A3E3E572
36657	A0A1V4M4A3	A0A3C2EMA7	A0A3E3E572
36658	UPI001BCE952F	A0A3C2EMA7	A0A3E3E572
36659	A0A939D769	A0A3C2EMA7	A0A3E3E572
36660	A0A316Q4B9	A0A3C2EMA7	A0A3E3E572
36661	A0A923NC70	A0A3C2EMA7	A0A3E3E572
36662	A0A972CEF1	A0A3C2EMA7	A0A3E3E572
36663	A0A6N9QGP8	A0A3C2EMA7	A0A3E3E572
36664	A0A7C6HVG4	A0A3C2EMA7	A0A3E3E572
36665	A0A3B9PXE6	A0A3C2EMA7	A0A3E3E572
36666	A0A8J7VX19	A0A3C2EMA7	A0A3E3E572
36667	A0A7S7J3T4	A0A3C2EMA7	A0A3E3E572
36668	UPI0004050050	A0A3C2EMA7	A0A3E3E572
36669	A0A969ZY74	A0A3C2EMA7	A0A3E3E572
36670	A0A926I5M2	A0A3C2EMA7	A0A3E3E572
36671	A0A2G6NXM3	A0A3C2EMA7	A0A3E3E572
36672	A0A970YT89	A0A3C2EMA7	A0A3E3E572
36673	UPI001D12B66C	A0A3C2EMA7	A0A3E3E572
36674	A0A923NM13	A0A3C2EMA7	A0A3E3E572
36675	UPI002108A749	A0A3C2EMA7	A0A3E3E572
36676	UPI0019D09C88	A0A3C2EMA7	A0A3E3E572
36677	UPI001F1FA89D	UPI001F1FA89D	
36678	UPI001F4147FF	UPI001F4147FF	
36679	UPI0015572F4C	UPI0015572F4C	
36680	A0A062X5G5	A0A062X5G5	
36681	A0A176U693	A0A176U693	A0A2C6E889
36682	UPI001D0911CE	A0A176U693	A0A2C6E889
36683	UPI000E5D42CC	A0A176U693	A0A2C6E889
36684	A0A416MFU8	A0A176U693	A0A2C6E889
36685	A0A3B8UQF4	A0A176U693	A0A2C6E889
36686	A0A3D2DKG0	A0A176U693	A0A2C6E889
36687	A0A174YQP7	A0A176U693	A0A2C6E889
36688	A0A174ZBJ2	A0A176U693	A0A2C6E889
36689	A0A1C6CGU9	A0A176U693	A0A2C6E889
36690	A0A1Q6J8P3	A0A176U693	A0A2C6E889
36691	UPI0020968BAE	A0A176U693	A0A2C6E889
36692	A0A3C0MN67	A0A176U693	A0A2C6E889
36693	A0A3D1NJN6	A0A176U693	A0A2C6E889
36694	A0A352T5N3	A0A176U693	A0A2C6E889
36695	UPI000E5373F6	A0A176U693	A0A2C6E889
36696	A0A415MFP3	A0A176U693	A0A2C6E889
36697	A0A943I0A5	A0A176U693	A0A2C6E889
36698	A0A351RI27	A0A176U693	A0A2C6E889
36699	UPI0018990324	A0A176U693	A0A2C6E889
36700	A0A413YYV2	A0A176U693	A0A2C6E889
36701	A0A415PPQ4	A0A176U693	A0A2C6E889
36702	A0A943ZSK3	A0A176U693	A0A2C6E889
36703	A0A349ATK4	A0A176U693	A0A2C6E889
36704	A0A7C9KY47	A0A176U693	A0A2C6E889
36705	UPI000E49B8B4	A0A176U693	A0A2C6E889
36706	A0A1C5V8N8	A0A176U693	A0A2C6E889
36707	A0A3D1EDG8	A0A176U693	A0A2C6E889
36708	A0A1C6FX05	A0A176U693	A0A2C6E889
36709	A0A3D1Q5U7	A0A176U693	A0A2C6E889
36710	A0A417L6Q2	A0A176U693	A0A2C6E889
36711	A0A416CI62	A0A176U693	A0A2C6E889
36712	A0A939ZEM6	A0A176U693	A0A2C6E889
36713	A0A3R6CW68	A0A176U693	A0A2C6E889
36714	UPI00164A2F4C	A0A176U693	A0A2C6E889
36715	A0A927VGI2	A0A176U693	A0A2C6E889
36716	UPI001D06944B	A0A176U693	A0A2C6E889
36717	UPI0005659E7A	A0A176U693	A0A2C6E889
36718	UPI000415DE2D	A0A176U693	A0A2C6E889
36719	A0A417HCE6	A0A176U693	A0A2C6E889
36720	UPI0020A1BE12	A0A176U693	A0A2C6E889
36721	UPI001A9C60D7	A0A176U693	A0A2C6E889
36722	A0A6L5YSR7	A0A176U693	A0A2C6E889
36723	A0A2J8B6Y1	A0A176U693	A0A2C6E889
36724	UPI00047EB4A1	A0A176U693	A0A2C6E889
36725	E0RVS6	A0A176U693	A0A2C6E889
36726	UPI0004122EE5	A0A176U693	A0A2C6E889
36727	UPI0006C08170	A0A176U693	A0A2C6E889
36728	A0A938XMH1	A0A176U693	A0A2C6E889
36729	A0A174GJN5	A0A176U693	A0A2C6E889
36730	A0A3D5LRC0	A0A176U693	A0A2C6E889
36731	UPI0005D25C53	A0A176U693	A0A2C6E889
36732	A0A5P6VPF6	A0A176U693	A0A2C6E889
36733	UPI000408035C	A0A176U693	A0A2C6E889
36734	UPI0004082CB1	A0A176U693	A0A2C6E889
36735	UPI00048349AC	A0A176U693	A0A2C6E889
36736	UPI00051B21CB	A0A176U693	A0A2C6E889
36737	A0A927YJ00	A0A176U693	A0A2C6E889
36738	A0A2G3DXZ9	A0A176U693	A0A2C6E889
36739	A0A2G3E9A0	A0A176U693	A0A2C6E889
36740	A0A6M0LKD8	A0A176U693	A0A2C6E889
36741	A0A927U6Y9	A0A176U693	A0A2C6E889
36742	A0A939XQ92	A0A176U693	A0A2C6E889
36743	UPI0004E119A8	A0A176U693	A0A2C6E889
36744	UPI0004826FD9	A0A176U693	A0A2C6E889
36745	A0A1Y4RJS1	A0A176U693	A0A2C6E889
36746	A0A1Y4SA00	A0A176U693	A0A2C6E889
36747	UPI001C117206	A0A176U693	A0A2C6E889
36748	A0A3A8ZW23	A0A176U693	A0A2C6E889
36749	A0A1C5QUK7	A0A176U693	A0A2C6E889
36750	R7AVN5	A0A176U693	A0A2C6E889
36751	A0A417U9Q4	A0A176U693	A0A2C6E889
36752	A0A6N9K6Z1	A0A176U693	A0A2C6E889
36753	UPI001EDEC8D1	A0A176U693	A0A2C6E889
36754	A0A416V8G1	A0A176U693	A0A2C6E889
36755	UPI000E40D4FD	A0A176U693	A0A2C6E889
36756	A0A3A6K1X2	A0A176U693	A0A2C6E889
36757	A0A374JSN0	A0A176U693	A0A2C6E889
36758	A0A8D9LBS0	A0A176U693	A0A2C6E889
36759	UPI000E48FE73	A0A176U693	A0A2C6E889
36760	UPI001C021DAA	A0A176U693	A0A2C6E889
36761	A0A174GKE7	A0A176U693	A0A2C6E889
36762	R5WLD7	A0A176U693	A0A2C6E889
36763	UPI0006BF2D45	A0A176U693	A0A2C6E889
36764	UPI000E4C12BA	A0A176U693	A0A2C6E889
36765	R5JYK7	A0A176U693	A0A2C6E889
36766	A0A417WWX1	A0A176U693	A0A2C6E889
36767	A0A174QN02	A0A176U693	A0A2C6E889
36768	A0A373S013	A0A176U693	A0A2C6E889
36769	A0A416S3C9	A0A176U693	A0A2C6E889
36770	UPI001571112C	A0A176U693	A0A2C6E889
36771	UPI0018A0C406	A0A176U693	A0A2C6E889
36772	A0A938Z916	A0A176U693	A0A2C6E889
36773	A0A357GN64	A0A176U693	A0A2C6E889
36774	A0A943TL78	A0A176U693	A0A2C6E889
36775	UPI00156D8F4D	A0A176U693	A0A2C6E889
36776	A0A416ZKU9	A0A176U693	A0A2C6E889
36777	UPI000E52E56E	A0A176U693	A0A2C6E889
36778	A0A174BVR1	A0A176U693	A0A2C6E889
36779	UPI00156EC89D	A0A176U693	A0A2C6E889
36780	UPI001EDD13A3	A0A176U693	A0A2C6E889
36781	A0A174JPU2	A0A176U693	A0A2C6E889
36782	UPI001EDD67FF	A0A176U693	A0A2C6E889
36783	R7JWX8	A0A176U693	A0A2C6E889
36784	UPI001D05D766	A0A176U693	A0A2C6E889
36785	A0A416NVL1	A0A176U693	A0A2C6E889
36786	R6VWI5	A0A176U693	A0A2C6E889
36787	UPI000E3F7751	A0A176U693	A0A2C6E889
36788	A0A3R6N427	A0A176U693	A0A2C6E889
36789	A0A3R6PEZ7	A0A176U693	A0A2C6E889
36790	A0A3R6RR15	A0A176U693	A0A2C6E889
36791	A0A417E7T7	A0A176U693	A0A2C6E889
36792	A0A355W3I7	A0A176U693	A0A2C6E889
36793	A0A6L5YLD2	A0A176U693	A0A2C6E889
36794	A0A7G9FZ31	A0A176U693	A0A2C6E889
36795	A0A1C5PK11	A0A176U693	A0A2C6E889
36796	A0A1C5Y8L7	A0A176U693	A0A2C6E889
36797	A0A3D2EEK8	A0A176U693	A0A2C6E889
36798	R7N5I6	A0A176U693	A0A2C6E889
36799	A0A316M2U6	A0A176U693	A0A2C6E889
36800	A0A3D1Y8I1	A0A176U693	A0A2C6E889
36801	A0A3E4Y423	A0A176U693	A0A2C6E889
36802	A0A414M4U6	A0A176U693	A0A2C6E889
36803	A0A3E4XBR0	A0A176U693	A0A2C6E889
36804	A0A3E5AKU9	A0A176U693	A0A2C6E889
36805	A0A413Q8K4	A0A176U693	A0A2C6E889
36806	A0A413QTP7	A0A176U693	A0A2C6E889
36807	A0A3D2KAJ1	A0A176U693	A0A2C6E889
36808	A0A355TJ48	A0A176U693	A0A2C6E889
36809	A0A173VSA7	A0A176U693	A0A2C6E889
36810	A0A412Q6H3	A0A176U693	A0A2C6E889
36811	A0A415IA21	A0A176U693	A0A2C6E889
36812	A0A7X2MBL8	A0A176U693	A0A2C6E889
36813	A0A174AWH7	A0A176U693	A0A2C6E889
36814	A0A413TTX3	A0A176U693	A0A2C6E889
36815	A0A6L5TD42	A0A176U693	A0A2C6E889
36816	A0A412RVI5	A0A176U693	A0A2C6E889
36817	A0A1Q6PDS0	A0A176U693	A0A2C6E889
36818	A0A350VHX3	A0A176U693	A0A2C6E889
36819	A0A395V0C9	A0A176U693	A0A2C6E889
36820	A0A350WFI8	A0A176U693	A0A2C6E889
36821	A0A414A2N2	A0A176U693	A0A2C6E889
36822	A0A5S4VKY7	A0A176U693	A0A2C6E889
36823	A0A5S4VN06	A0A176U693	A0A2C6E889
36824	A0A396FA86	A0A176U693	A0A2C6E889
36825	A0A3E4EA56	A0A176U693	A0A2C6E889
36826	A0A414I2V6	A0A176U693	A0A2C6E889
36827	A0A174MXD6	A0A176U693	A0A2C6E889
36828	A0A3E4LLQ8	A0A176U693	A0A2C6E889
36829	A0A173S2K9	A0A176U693	A0A2C6E889
36830	A0A3R6GEU9	A0A176U693	A0A2C6E889
36831	A0A413SGK7	A0A176U693	A0A2C6E889
36832	A0A413ZA13	A0A176U693	A0A2C6E889
36833	A0A415TS56	A0A176U693	A0A2C6E889
36834	C7G5R0	A0A176U693	A0A2C6E889
36835	A0A1Y4B5V8	A0A176U693	A0A2C6E889
36836	A0A1Y4VAD9	A0A176U693	A0A2C6E889
36837	A0A3A9A636	A0A176U693	A0A2C6E889
36838	UPI0006C26817	A0A176U693	A0A2C6E889
36839	A0A416I3P2	A0A176U693	A0A2C6E889
36840	UPI000C85FE69	A0A176U693	A0A2C6E889
36841	A0A3E3I1C1	A0A176U693	A0A2C6E889
36842	A0A3E3IVF7	A0A176U693	A0A2C6E889
36843	A0A6N7WC48	A0A176U693	A0A2C6E889
36844	UPI001ADDB566	A0A176U693	A0A2C6E889
36845	A0A285PSA2	A0A176U693	A0A2C6E889
36846	A0A1C6HV94	A0A176U693	A0A2C6E889
36847	UPI001ADDB708	A0A176U693	A0A2C6E889
36848	R5GAA2	A0A176U693	A0A2C6E889
36849	A0A2V2DFR9	A0A176U693	A0A2C6E889
36850	A0A3D0LDF9	A0A176U693	A0A2C6E889
36851	A0A844E1M3	A0A176U693	A0A2C6E889
36852	A0A417VSR2	A0A176U693	A0A2C6E889
36853	A0A173SUY5	A0A176U693	A0A2C6E889
36854	A0A1Y4RUP0	A0A176U693	A0A2C6E889
36855	A0A7M2RJD7	A0A176U693	A0A2C6E889
36856	UPI00048C3E35	A0A176U693	A0A2C6E889
36857	C0ETU6	A0A176U693	A0A2C6E889
36858	A0A6N7YJT8	A0A176U693	A0A2C6E889
36859	UPI001C0FD5C0	A0A176U693	A0A2C6E889
36860	UPI001ADD640A	A0A176U693	A0A2C6E889
36861	A0A415G7X6	A0A176U693	A0A2C6E889
36862	UPI001EDC6CD4	A0A176U693	A0A2C6E889
36863	A0A374NVH7	A0A176U693	A0A2C6E889
36864	R6GZ08	A0A176U693	A0A2C6E889
36865	A0A174CJ49	A0A176U693	A0A2C6E889
36866	A0A414B2Q8	A0A176U693	A0A2C6E889
36867	A0A415UB22	A0A176U693	A0A2C6E889
36868	A0A2G3E1E7	A0A176U693	A0A2C6E889
36869	A0A939R7V5	A0A176U693	A0A2C6E889
36870	A0A939R9Y9	A0A176U693	A0A2C6E889
36871	A0A940CD08	A0A176U693	A0A2C6E889
36872	A0A939VKW6	A0A176U693	A0A2C6E889
36873	A0A940BN92	A0A176U693	A0A2C6E889
36874	A0A3D4LPZ6	A0A176U693	A0A2C6E889
36875	UPI0019BF5DC9	A0A176U693	A0A2C6E889
36876	A0A943FP58	A0A176U693	A0A2C6E889
36877	A0A1Q6M071	A0A176U693	A0A2C6E889
36878	A0A417QKH0	A0A176U693	A0A2C6E889
36879	A0A239REU6	A0A176U693	A0A2C6E889
36880	A0A3C0VQC2	A0A176U693	A0A2C6E889
36881	UPI00203D916E	A0A176U693	A0A2C6E889
36882	A0A413HWH8	A0A176U693	A0A2C6E889
36883	UPI001D0DCAAD	A0A176U693	A0A2C6E889
36884	A0A1C5KK61	A0A176U693	A0A2C6E889
36885	A0A3A8WJ80	A0A176U693	A0A2C6E889
36886	A0A3A8ZFH7	A0A176U693	A0A2C6E889
36887	U2PFT6	A0A176U693	A0A2C6E889
36888	R6E5U3	A0A176U693	A0A2C6E889
36889	UPI00101F2ED0	A0A176U693	A0A2C6E889
36890	R5U193	A0A176U693	A0A2C6E889
36891	A0A316NCU3	A0A176U693	A0A2C6E889
36892	UPI00199C7045	A0A176U693	A0A2C6E889
36893	UPI001C029F18	A0A176U693	A0A2C6E889
36894	UPI001C02D934	A0A176U693	A0A2C6E889
36895	UPI0020179AB7	A0A176U693	A0A2C6E889
36896	A0A3D4Y434	A0A176U693	A0A2C6E889
36897	A0A395V5S4	A0A176U693	A0A2C6E889
36898	A0A3A9CSQ9	A0A176U693	A0A2C6E889
36899	A0A927YFB1	A0A176U693	A0A2C6E889
36900	A0A351XL09	A0A176U693	A0A2C6E889
36901	A0A927TEJ7	A0A176U693	A0A2C6E889
36902	R7IX03	A0A176U693	A0A2C6E889
36903	A0A927TNE6	A0A176U693	A0A2C6E889
36904	R6MW39	A0A176U693	A0A2C6E889
36905	UPI001C11E79B	A0A176U693	A0A2C6E889
36906	A0A3R6YWZ7	A0A176U693	A0A2C6E889
36907	R5SCG4	A0A176U693	A0A2C6E889
36908	A0A416DWY6	A0A176U693	A0A2C6E889
36909	A0A351PUD3	A0A176U693	A0A2C6E889
36910	R5K291	A0A176U693	A0A2C6E889
36911	A0A1C5W1L1	A0A176U693	A0A2C6E889
36912	A0A373TNR8	A0A176U693	A0A2C6E889
36913	UPI000E748A02	A0A176U693	A0A2C6E889
36914	A0A373ZG76	A0A176U693	A0A2C6E889
36915	R7BLS1	A0A176U693	A0A2C6E889
36916	A0A3R6PK20	A0A176U693	A0A2C6E889
36917	A7VI42	A0A176U693	A0A2C6E889
36918	A0A350W060	A0A176U693	A0A2C6E889
36919	UPI00156F0822	A0A176U693	A0A2C6E889
36920	A0A7X4IBE2	A0A176U693	A0A2C6E889
36921	A0A3D2I3Y5	A0A176U693	A0A2C6E889
36922	A0A352SEN4	A0A176U693	A0A2C6E889
36923	A0A373LZK9	A0A176U693	A0A2C6E889
36924	A0A939V3C3	A0A176U693	A0A2C6E889
36925	UPI001E60F895	A0A176U693	A0A2C6E889
36926	A0A3R6LDK4	A0A176U693	A0A2C6E889
36927	A0A1Q6KGV5	A0A176U693	A0A2C6E889
36928	A0A3D4XA41	A0A176U693	A0A2C6E889
36929	A0A3D2TUT9	A0A176U693	A0A2C6E889
