Unnamed: 0	glucosaminidase-unclustered	glucosaminidase-mmseqs_cluster	glucosaminidase-foldseek_cluster
9913	A0A1P8XP20	H5XCK6	T1WGN1
9914	UPI0015838C34	H5XCK6	T1WGN1
9915	UPI001E58DBEA	H5XCK6	T1WGN1
9916	UPI0008530787	H5XCK6	T1WGN1
9917	UPI00214C7BFD	H5XCK6	T1WGN1
9918	UPI0018DA60B0	H5XCK6	T1WGN1
9919	UPI001E0295C6	H5XCK6	T1WGN1
9920	A0A0N0HHC1	H5XCK6	T1WGN1
9921	A0A1Q5DCN0	H5XCK6	T1WGN1
9922	UPI0022585E87	H5XCK6	T1WGN1
9923	UPI000853CDEB	H5XCK6	T1WGN1
9924	UPI001D09D57C	H5XCK6	T1WGN1
9925	UPI00210AD86D	H5XCK6	T1WGN1
9926	UPI0006EB495D	H5XCK6	T1WGN1
9927	UPI000950CB87	H5XCK6	T1WGN1
9928	A0A0L0JKC0	H5XCK6	T1WGN1
9929	A0A7H0I7Q0	H5XCK6	T1WGN1
9930	UPI000DD5424E	H5XCK6	T1WGN1
9931	UPI000952D351	H5XCK6	T1WGN1
9932	A0A2V1NJ39	H5XCK6	T1WGN1
9933	UPI0012B93486	H5XCK6	T1WGN1
9934	UPI00039A70AB	H5XCK6	T1WGN1
9935	UPI000E6A1182	H5XCK6	T1WGN1
9936	UPI0006993BA0	H5XCK6	T1WGN1
9937	UPI0004BEA204	H5XCK6	T1WGN1
9938	UPI002156327A	H5XCK6	T1WGN1
9939	UPI0020C16EC2	H5XCK6	T1WGN1
9940	UPI0021D828C6	H5XCK6	T1WGN1
9941	UPI0004C6BEB3	H5XCK6	T1WGN1
9942	UPI00146A539C	H5XCK6	T1WGN1
9943	UPI0020CB1B0E	H5XCK6	T1WGN1
9944	A0A7H8IXM5	H5XCK6	T1WGN1
9945	UPI001F2C7324	H5XCK6	T1WGN1
9946	UPI001FE90E59	H5XCK6	T1WGN1
9947	A0A8T9RMR0	H5XCK6	T1WGN1
9948	UPI0006F48DF1	H5XCK6	T1WGN1
9949	UPI001E40CE68	H5XCK6	T1WGN1
9950	UPI0012EC927E	H5XCK6	T1WGN1
9951	UPI001FE4762D	H5XCK6	T1WGN1
9952	UPI001E55D3FA	H5XCK6	T1WGN1
9953	UPI001EF77723	H5XCK6	T1WGN1
9954	UPI001E5692CB	H5XCK6	T1WGN1
9955	UPI002230C3B2	H5XCK6	T1WGN1
9956	UPI001E38E91A	H5XCK6	T1WGN1
9957	UPI00157D8420	H5XCK6	T1WGN1
9958	UPI000AEFE4B8	H5XCK6	T1WGN1
9959	UPI00208E5CCF	H5XCK6	T1WGN1
9960	UPI0004C75450	H5XCK6	T1WGN1
9961	UPI0006EBB072	H5XCK6	T1WGN1
9962	UPI0018E58176	H5XCK6	T1WGN1
9963	UPI001CA3385D	H5XCK6	T1WGN1
9964	UPI0012601DF2	UPI0012601DF2	
9965	UPI0015885C79	UPI0015885C79	
9966	UPI001899CAA8	UPI001899CAA8	
9967	UPI00189D0CEC	UPI00189D0CEC	
9968	UPI001D0BE3E1	UPI001D0BE3E1	
9969	UPI001D068FDF	UPI001D068FDF	
9970	UPI0018AB7A20	UPI0018AB7A20	
9971	A0A2T3FZA6	A0A2T3FZA6	
9972	UPI001D0BD89A	UPI001D0BD89A	
9973	A0A1Q6MRV6	A0A1Q6MRV6	
9974	A0A7I8E0F9	A0A7I8E0F9	
9975	UPI000E4D382F	UPI000E4D382F	
9976	A0A942WSG3	A0A942WSG3	
9977	UPI000E3C8513	UPI000E3C8513	
9978	A0A2T3G474	A0A2T3G474	
9979	UPI0018A9ABF4	UPI0018A9ABF4	
9980	UPI001D09DBC0	UPI001D09DBC0	
9981	UPI00210B0360	UPI00210B0360	
9982	UPI0018AA13A2	UPI0018AA13A2	
9983	A0A3E3E874	A0A3E3E874	
9984	UPI001F2D3E2D	UPI001F2D3E2D	
9985	UPI001E5EEB03	UPI001E5EEB03	
9986	UPI000318E181	UPI000318E181	
9987	UPI00202EE4FB	UPI00202EE4FB	
9988	UPI001D08759D	UPI001D08759D	
9989	UPI001ED91AB3	UPI001ED91AB3	
9990	UPI001D08BA4B	UPI001D08BA4B	
9991	UPI001F314415	UPI001F314415	
9992	UPI0001A27999	UPI0001A27999	
9993	UPI001D007CAA	UPI001D007CAA	
9994	UPI001D097753	UPI001D097753	
9995	UPI001F2ACB35	UPI001F2ACB35	
9996	UPI001D0174D7	UPI001D0174D7	
9997	UPI001F2B9430	UPI001F2B9430	
9998	UPI0002FB8218	UPI0002FB8218	
9999	UPI0004BCB927	UPI0004BCB927	
10000	UPI0006876A07	UPI0006876A07	
10001	UPI001961A93F	UPI001961A93F	
10002	UPI000E3C2287	UPI000E3C2287	
10003	UPI001C6248F6	UPI001C6248F6	
10004	UPI001D16F349	UPI001D16F349	
10005	UPI001E5ABF0C	UPI001E5ABF0C	
10006	UPI001E3F3EC1	UPI001E3F3EC1	
10007	UPI00093DE90F	UPI00093DE90F	
10008	UPI001FB5E21C	UPI001FB5E21C	
10009	UPI00224FCAF8	UPI00224FCAF8	
10010	UPI0016015B9B	UPI0016015B9B	
10011	UPI001656B1FD	UPI001656B1FD	
10012	UPI001C99EDED	UPI001C99EDED	
10013	UPI00224780B7	UPI00224780B7	
10014	UPI001E5405A0	UPI001E5405A0	
10015	UPI0018EAB66B	UPI0018EAB66B	
10016	UPI001588C8FE	UPI001588C8FE	
10017	UPI00161573DB	A0A7G8V832	A0A318MMB0
10018	A0A7G8V832	A0A7G8V832	A0A318MMB0
10019	A0A847S784	A0A7G8V832	A0A318MMB0
10020	UPI00140BA50E	A0A7G8V832	A0A318MMB0
10021	A0A848GPD9	A0A7G8V832	A0A318MMB0
10022	A0A365XWF0	A0A7G8V832	A0A318MMB0
10023	A0A086BKF0	A0A7G8V832	A0A318MMB0
10024	A0A1A6CI17	A0A7G8V832	A0A318MMB0
10025	A0A1T3IAS9	A0A7G8V832	A0A318MMB0
10026	UPI00099ACB78	A0A7G8V832	A0A318MMB0
10027	UPI00201144DD	A0A7G8V832	A0A318MMB0
10028	UPI00040B1966	A0A7G8V832	A0A318MMB0
10029	UPI00099AD40C	A0A7G8V832	A0A318MMB0
10030	UPI001366108A	A0A7G8V832	A0A318MMB0
10031	UPI000995DAAA	A0A7G8V832	A0A318MMB0
10032	UPI00099AEB1D	A0A7G8V832	A0A318MMB0
10033	UPI001624D986	A0A7G8V832	A0A318MMB0
10034	UPI00162A8269	A0A7G8V832	A0A318MMB0
10035	A0A853VU32	A0A7G8V832	A0A318MMB0
10036	A0A1T3MN13	A0A7G8V832	A0A318MMB0
10037	UPI0004E3AC1F	A0A7G8V832	A0A318MMB0
10038	UPI0008416BFA	A0A7G8V832	A0A318MMB0
10039	UPI0020119CAA	A0A7G8V832	A0A318MMB0
10040	UPI000D304BE3	A0A7G8V832	A0A318MMB0
10041	A0A1D7QAL3	A0A7G8V832	A0A318MMB0
10042	UPI00077ECB86	A0A7G8V832	A0A318MMB0
10043	UPI000C9CF3AA	A0A7G8V832	A0A318MMB0
10044	UPI0020125D2F	A0A7G8V832	A0A318MMB0
10045	UPI00071F2DF9	A0A7G8V832	A0A318MMB0
10046	UPI0009991274	A0A7G8V832	A0A318MMB0
10047	UPI000F507EE4	A0A7G8V832	A0A318MMB0
10048	UPI000999198C	A0A7G8V832	A0A318MMB0
10049	A0A3N7DB08	A0A7G8V832	A0A318MMB0
10050	A0A4P8E5I4	A0A7G8V832	A0A318MMB0
10051	P36912	A0A7G8V832	A0A318MMB0
10052	UPI000999481D	A0A7G8V832	A0A318MMB0
10053	UPI0018C2A44F	A0A7G8V832	A0A318MMB0
10054	UPI0007399F82	A0A7G8V832	A0A318MMB0
10055	UPI0020136E50	A0A7G8V832	A0A318MMB0
10056	A0A1T3D5G1	A0A7G8V832	A0A318MMB0
10057	UPI000442B445	A0A7G8V832	A0A318MMB0
10058	UPI000D0330D3	A0A7G8V832	A0A318MMB0
10059	UPI0021A6BE2E	A0A7G8V832	A0A318MMB0
10060	A0A6I5V094	A0A7G8V832	A0A318MMB0
10061	A0A0D5BNK5	A0A7G8V832	A0A318MMB0
10062	A0A1T3ECH9	A0A7G8V832	A0A318MMB0
10063	UPI0021A7D602	A0A7G8V832	A0A318MMB0
10064	UPI00099A8398	A0A7G8V832	A0A318MMB0
10065	UPI000936186A	A0A7G8V832	A0A318MMB0
10066	UPI000B363B7F	A0A7G8V832	A0A318MMB0
10067	A0A0P0NJU5	A0A7G8V832	A0A318MMB0
10068	A0A1T3FBB9	A0A7G8V832	A0A318MMB0
10069	A0A5R9PWJ4	A0A7G8V832	A0A318MMB0
10070	UPI000332D54E	A0A7G8V832	A0A318MMB0
10071	UPI0021A86A9C	A0A7G8V832	A0A318MMB0
10072	UPI0018A8CC30	UPI0018A8CC30	
10073	A0A974V7C5	A0A974V7C5	
10074	UPI00145939BB	UPI00145939BB	
10075	UPI0018C6216E	UPI0018C6216E	
10076	UPI001892CBAF	UPI001892CBAF	
10077	UPI0009E94215	UPI0009E94215	
10078	UPI0018D2835B	UPI0018D2835B	
10079	UPI000D79C1F9	UPI000D79C1F9	
10080	UPI00115AC617	UPI00115AC617	
10081	UPI001F2A0B0A	UPI001F2A0B0A	
10082	UPI0013FE008C	UPI0013FE008C	
10083	UPI00192C1B5F	UPI00192C1B5F	
10084	UPI001B6DC352	UPI001B6DC352	
10085	UPI001B704612	UPI001B704612	
10086	UPI000CC9655E	UPI000CC9655E	
10087	UPI001BB32B66	UPI001BB32B66	
10088	UPI00083911CB	UPI00083911CB	
10089	UPI0019611AE1	UPI0019611AE1	
10090	UPI00174A0C04	UPI00174A0C04	
10091	UPI001680C65B	UPI001680C65B	
10092	UPI00098488DC	UPI00098488DC	
10093	UPI0003498272	UPI0003498272	
10094	UPI0021A43016	UPI0021A43016	
10095	UPI00190106DF	UPI00190106DF	
10096	UPI001964277C	UPI001964277C	
10097	UPI0021CAF987	UPI0021CAF987	
10098	A0A8T9RWU5	A0A8T9RWU5	
10099	UPI00190DD326	UPI00190DD326	
10100	UPI00030D421B	UPI00030D421B	
10101	UPI001FB48DDB	UPI001FB48DDB	
10102	UPI001EE2C19D	UPI001EE2C19D	
10103	UPI0008FCA75C	UPI0008FCA75C	
10104	UPI001F46B4CA	UPI001F46B4CA	
10105	UPI001F174402	UPI001F174402	
10106	UPI001F1804E1	UPI001F1804E1	
10107	UPI0003885F38	UPI0003885F38	
10108	UPI001F09B7ED	UPI001F09B7ED	
10109	UPI00210A044E	UPI00210A044E	
10110	UPI0009860910	UPI0009860910	
10111	UPI000A810976	UPI000A810976	
10112	UPI000A8BC1DA	UPI000A8BC1DA	
10113	UPI001675BD9D	UPI001675BD9D	
10114	UPI0015600850	UPI0015600850	
10115	UPI0020039772	UPI0020039772	
10116	UPI000831E23C	UPI000831E23C	
10117	UPI001FEAF12E	UPI001FEAF12E	
10118	UPI001AEAFFBA	UPI001AEAFFBA	
10119	UPI000830FDD3	UPI000830FDD3	
10120	UPI00118A92D6	UPI00118A92D6	
10121	UPI00118B72BD	UPI00118B72BD	
10122	UPI000A65A9E1	UPI000A65A9E1	
10123	UPI00119E88F8	UPI00119E88F8	
10124	UPI0007ABC5D2	UPI0007ABC5D2	
10125	UPI0009ED231A	UPI0009ED231A	
10126	UPI0007AC24E5	UPI0007AC24E5	
10127	UPI000824F2AB	UPI000824F2AB	
10128	UPI001FE774E1	UPI001FE774E1	
10129	UPI0015F683A9	UPI0015F683A9	
10130	UPI00203C723E	UPI00203C723E	
10131	UPI000262883F	UPI000262883F	
10132	UPI001FE9FE57	UPI001FE9FE57	
10133	UPI00157BE237	UPI00157BE237	
10134	UPI001FB1C506	UPI001FB1C506	
10135	UPI0020CADD6C	UPI0020CADD6C	
10136	UPI001F08E141	UPI001F08E141	
10137	UPI001ADFAEDC	UPI001ADFAEDC	
10138	UPI001BE489EF	V8IEZ1	A0A1S8NJE1
10139	V8IEZ1	V8IEZ1	A0A1S8NJE1
10140	S7XGR5	V8IEZ1	A0A1S8NJE1
10141	UPI0018E4989D	UPI0018E4989D	
10142	UPI000D8827DA	UPI000D8827DA	
10143	UPI001901D1C0	UPI001901D1C0	
10144	UPI00195B726A	UPI00195B726A	
10145	UPI0005F2D6C9	UPI0005F2D6C9	
10146	UPI0006C30739	UPI0006C30739	
10147	UPI001C8DDB30	UPI001C8DDB30	
10148	UPI001FAD89C4	UPI001FAD89C4	
10149	UPI0020744C8F	UPI0020744C8F	
10150	UPI00203FBCDD	UPI00203FBCDD	
10151	UPI0020CE499F	UPI0020CE499F	
10152	UPI0022A7B7E0	UPI0022A7B7E0	
10153	UPI0022A7CC9A	UPI0022A7CC9A	
10154	UPI0022A7CD0C	UPI0022A7CD0C	
10156	A0A2I1M9X4	A0A2I1M9X4	A0A377FWM0
10157	A0A380WV76	A0A2I1M9X4	A0A377FWM0
10158	C2BD38	A0A2I1M9X4	A0A377FWM0
10159	C2CG34	A0A2I1M9X4	A0A377FWM0
10160	A0A095WZN4	A0A2I1M9X4	A0A377FWM0
10161	A0A133KHB6	A0A2I1M9X4	A0A377FWM0
10162	F0GUS0	A0A2I1M9X4	A0A377FWM0
10163	A0A2N6UL80	A0A2I1M9X4	A0A377FWM0
10164	A0A3E2TIF1	A0A2I1M9X4	A0A377FWM0
10165	A0A1F0F7P2	A0A2I1M9X4	A0A377FWM0
10166	A0A6N2RNM1	A0A2I1M9X4	A0A377FWM0
10167	A0A6N7VQ05	A0A2I1M9X4	A0A377FWM0
10168	A0A1E9DA11	A0A2I1M9X4	A0A377FWM0
10169	C7HU75	A0A2I1M9X4	A0A377FWM0
10170	F0GZL6	A0A2I1M9X4	A0A377FWM0
10172	A0A2V3VWI7	A0A2V3VWI7	A0A2V3VWI7
10173	A0A316R6G4	A0A316R6G4	R6JF01
10174	A0A3D1VFH5	A0A316R6G4	R6JF01
10175	A0A3D4CFT6	A0A316R6G4	R6JF01
10176	A0A370GCH8	A0A370GCH8	A0A059NWW2
10177	A0A376EL13	A0A376EL13	A0A2Z4IUI6
10178	A0A2X2Z9P8	A0A376EL13	A0A2Z4IUI6
10179	A0A077KC79	A0A376EL13	A0A2Z4IUI6
10180	A0A3S4R429	A0A376EL13	A0A2Z4IUI6
10181	A0A3S4THS9	A0A376EL13	A0A2Z4IUI6
10182	A0A378NTC9	A0A378NTC9	A0A502HJ83
10183	A0A3E0NPA6	A0A3E0NPA6	A0A2G4HE76
10184	A0A3N2BCS0	A0A3N2BCS0	A0A2E9R175
10185	UPI00210DC1AB	A0A3N2BCS0	A0A2E9R175
10186	A0A3M8VLC3	A0A3N2BCS0	A0A2E9R175
10187	A0A7L5SMW8	A0A3N2BCS0	A0A2E9R175
10188	UPI001789C0DA	A0A3N2BCS0	A0A2E9R175
10189	UPI0006E126A9	A0A3N2BCS0	A0A2E9R175
10190	D9W697	A0A3N2BCS0	A0A2E9R175
10191	A0A4R4WAR1	A0A3N2BCS0	A0A2E9R175
10192	UPI001660C4EF	A0A3N2BCS0	A0A2E9R175
10193	D7C4C7	A0A3N2BCS0	A0A2E9R175
10194	UPI0009A033CB	A0A3N2BCS0	A0A2E9R175
10195	A0A3M0HTG4	A0A3N2BCS0	A0A2E9R175
10196	A0A973KWI1	A0A3N2BCS0	A0A2E9R175
10197	UPI0012BA05F1	A0A3N2BCS0	A0A2E9R175
10198	A0A229GPN4	A0A3N2BCS0	A0A2E9R175
10199	A0A345HYK9	A0A3N2BCS0	A0A2E9R175
10200	UPI00166548E8	A0A3N2BCS0	A0A2E9R175
10201	UPI0007C7CFF4	A0A3N2BCS0	A0A2E9R175
10202	A0A2W2CS89	A0A3N2BCS0	A0A2E9R175
10203	A0A4R4SNH4	A0A3N2BCS0	A0A2E9R175
10204	A0A428XML5	A0A3N2BCS0	A0A2E9R175
10205	A0A3P1WDP8	A0A3P1WDP8	A0A2P2BVU5
10206	A0A3R9QFF2	A0A3R9QFF2	A0A3R9QFF2
10207	A0A428I2Q7	A0A428I2Q7	A0A1S8NJE1
10208	I0T239	A0A428I2Q7	A0A1S8NJE1
10209	A0A081PW37	A0A428I2Q7	A0A1S8NJE1
10210	A0A081Q3X4	A0A428I2Q7	A0A1S8NJE1
10211	W1UKF7	A0A428I2Q7	A0A1S8NJE1
10212	F9MH16	A0A428I2Q7	A0A1S8NJE1
10214	A0A4R6Q5H2	A0A4R6Q5H2	A0A822LKY6
10215	A0A511X543	A0A511X543	A0A4R2LZN7
10216	A0A1I5RZ71	A0A511X543	A0A4R2LZN7
10217	A0A1I6V2X2	A0A511X543	A0A4R2LZN7
10218	A0A564VLG5	A0A564VLG5	A1IHD1
10219	A0A564RPA4	A0A564VLG5	A1IHD1
10220	A0A564RZB1	A0A564VLG5	A1IHD1
10221	A0A4S5BHW9	A0A564VLG5	A1IHD1
10222	B7GPC7	A0A564VLG5	A1IHD1
10223	A0A5E4PGB6	A0A5E4PGB6	A0A0S2DKP3
10225	A0A7G1G5U5	A0A7G1G5U5	
10226	A0A7W0UEX7	A0A7W0UEX7	A0A6J4WMC2
10227	A0A7W1RV86	A0A7W0UEX7	A0A6J4WMC2
10228	A0A7Z9C8U4	A0A7Z9C8U4	U6RX90
10229	A0A1G6ZFR9	A0A7Z9C8U4	U6RX90
10230	A0A828RXK1	A0A828RXK1	
10231	A0A838EUG6	A0A838EUG6	A0A6J4WMC2
10232	A0A8J7UVA2	A0A8J7UVA2	
10233	A0A935UDT8	A0A935UDT8	
10234	A0A1C5ZTE4	A0A1C5ZTE4	A0A1C5XSX6
10235	A0A1F3MEX7	A0A1F3MEX7	A0A7C1VDL4
10236	A0A2N2YRS8	A0A1F3MEX7	A0A7C1VDL4
10237	A0A2J6I9L9	A0A1F3MEX7	A0A7C1VDL4
10238	A0A2J6IIE5	A0A1F3MEX7	A0A7C1VDL4
10239	A0A1G8M8D1	A0A1G8M8D1	A0A377FWM0
10241	A0A1I1ZQ20	A0A1I1ZQ20	A0A1I1ZQ20
10242	A0A1G6MQU4	A0A1I1ZQ20	A0A1I1ZQ20
10243	A0A1I4QNZ1	A0A1I4QNZ1	A0A4R1L6A7
10244	A0A1I4QN69	A0A1I4QNZ1	A0A4R1L6A7
10245	A0A1J1DYN7	A0A1J1DYN7	A0A7C1VDL4
10246	A0A242BET2	A0A242BET2	A0A242BET2
10247	V5XS10	A0A242BET2	A0A242BET2
10248	S0NPW0	A0A242BET2	A0A242BET2
10249	A0A2D8JCA8	A0A2D8JCA8	
10250	A0A2E6T5Z0	A0A2E8LSI8	A0A3G8YHB3
10251	A0A2E8LSI8	A0A2E8LSI8	A0A3G8YHB3
10252	A0A2D5WJL8	A0A2E8LSI8	A0A3G8YHB3
10253	A0A2A4M9H4	A0A2E8LSI8	A0A3G8YHB3
10254	A0A932G608	A0A2E8LSI8	A0A3G8YHB3
10255	A0A6N6Q3E5	A0A2E8LSI8	A0A3G8YHB3
10256	A0A7Y4QR72	A0A2E8LSI8	A0A3G8YHB3
10257	A0A7V9CLY2	A0A2E8LSI8	A0A3G8YHB3
10258	A0A7V9NFD4	A0A2E8LSI8	A0A3G8YHB3
10259	A0A2G4G8N4	A0A2E8LSI8	A0A3G8YHB3
10260	A0A2N9NEQ0	A0A2E8LSI8	A0A3G8YHB3
10263	A0A2Y9C6E6	A0A2Y9C6E6	A0A6G7ZBN2
10264	A0A378ZHC8	A0A378ZHC8	A0A318MMB0
10265	A0A0D7KHD3	A0A378ZHC8	A0A318MMB0
10266	A0A8I2JQ06	A0A378ZHC8	A0A318MMB0
10267	A0A1B8UKZ8	A0A378ZHC8	A0A318MMB0
10268	H3SK09	A0A378ZHC8	A0A318MMB0
10269	UPI00030E5D73	A0A378ZHC8	A0A318MMB0
10270	UPI001A904A5F	A0A378ZHC8	A0A318MMB0
10271	UPI00227F50A3	A0A378ZHC8	A0A318MMB0
10272	UPI00048D8438	A0A378ZHC8	A0A318MMB0
10273	UPI00148E2C70	A0A378ZHC8	A0A318MMB0
10274	UPI00197FD759	A0A378ZHC8	A0A318MMB0
10275	UPI001A916638	A0A378ZHC8	A0A318MMB0
10276	UPI0022808A74	A0A378ZHC8	A0A318MMB0
10277	UPI0021D096C7	A0A378ZHC8	A0A318MMB0
10278	A0A383R828	A0A378ZHC8	A0A318MMB0
10279	UPI00143D5666	A0A378ZHC8	A0A318MMB0
10280	UPI0022827ED2	A0A378ZHC8	A0A318MMB0
10281	UPI001B2405EF	A0A378ZHC8	A0A318MMB0
10282	A0A2W4GFK0	A0A378ZHC8	A0A318MMB0
10283	A0A4R5YUZ7	A0A378ZHC8	A0A318MMB0
10284	S9SWW1	A0A378ZHC8	A0A318MMB0
10285	A0A1E1VU07	A0A378ZHC8	A0A318MMB0
10286	K4ZJN0	A0A378ZHC8	A0A318MMB0
10287	UPI001F41CC59	A0A378ZHC8	A0A318MMB0
10288	A0A3A3GBB3	A0A378ZHC8	A0A318MMB0
10289	A0A544V8J8	A0A378ZHC8	A0A318MMB0
10290	UPI00204115B6	A0A378ZHC8	A0A318MMB0
10291	A0A1E5GA92	A0A378ZHC8	A0A318MMB0
10292	A0A1E5GSS8	A0A378ZHC8	A0A318MMB0
10293	A0A7G3DUM6	A0A378ZHC8	A0A318MMB0
10294	UPI0007F4363F	A0A378ZHC8	A0A318MMB0
10295	A0A2R8A381	A0A378ZHC8	A0A318MMB0
10296	A0A7Z8G5K8	A0A378ZHC8	A0A318MMB0
10297	A0A5F0MET3	A0A378ZHC8	A0A318MMB0
10298	A0A5F0MMU3	A0A378ZHC8	A0A318MMB0
10299	UPI00128DF9DE	A0A378ZHC8	A0A318MMB0
10300	A0A7I0FLX4	A0A378ZHC8	A0A318MMB0
10301	UPI001A8F7906	A0A378ZHC8	A0A318MMB0
10302	A0A1E5HBG3	A0A378ZHC8	A0A318MMB0
10303	K8E6X0	A0A378ZHC8	A0A318MMB0
10304	UPI0010717D34	A0A378ZHC8	A0A318MMB0
10305	A0A0S3KEC5	A0A378ZHC8	A0A318MMB0
10306	UPI000B4BD692	A0A378ZHC8	A0A318MMB0
10307	UPI001A938F1B	A0A378ZHC8	A0A318MMB0
10308	UPI001CE08950	A0A378ZHC8	A0A318MMB0
10309	UPI001A9B8C6F	A0A378ZHC8	A0A318MMB0
10310	A0A0U2XDJ4	A0A378ZHC8	A0A318MMB0
10311	A0A2N5JIY2	A0A378ZHC8	A0A318MMB0
10312	A0A2W4BJ98	A0A378ZHC8	A0A318MMB0
10313	UPI001D8BFBDA	A0A378ZHC8	A0A318MMB0
10314	UPI000E7532B3	A0A378ZHC8	A0A318MMB0
10315	A0A0R2JBV7	A0A378ZHC8	A0A318MMB0
10316	A0A1E5GDC5	A0A378ZHC8	A0A318MMB0
10317	UPI000471051B	A0A378ZHC8	A0A318MMB0
10318	F3Y8V4	A0A378ZHC8	A0A318MMB0
10319	A0A2Z5Y445	A0A378ZHC8	A0A318MMB0
10320	UPI00065E4BF9	A0A378ZHC8	A0A318MMB0
10321	A0A3A4PVT1	A0A3A4PVT1	R6JF01
10322	A0A3R9K960	A0A3R9K960	A0A3R9K960
10323	A0A3R9LJH1	A0A3R9K960	A0A3R9K960
10324	A0A3R9I209	A0A3R9K960	A0A3R9K960
10325	A0A3R9KF60	A0A3R9K960	A0A3R9K960
10326	A0A428BY45	A0A3R9K960	A0A3R9K960
10327	A0A3R9IA59	A0A3R9K960	A0A3R9K960
10328	A0A428CQZ6	A0A3R9K960	A0A3R9K960
10329	A0A3R9NGT9	A0A3R9K960	A0A3R9K960
10330	A0A428BJN9	A0A3R9K960	A0A3R9K960
10331	W1UQ73	A0A3R9K960	A0A3R9K960
10332	A0A428D759	A0A3R9K960	A0A3R9K960
10333	A0A3R9K690	A0A3R9K960	A0A3R9K960
10334	A0A3R9I1U7	A0A3R9K960	A0A3R9K960
10335	A0A428DUW3	A0A3R9K960	A0A3R9K960
10336	A0A428D935	A0A3R9K960	A0A3R9K960
10337	A0A3R9T1U2	A0A3R9K960	A0A3R9K960
10338	A0A3R9N6Z9	A0A3R9K960	A0A3R9K960
10339	A0A428IHY6	A0A3R9K960	A0A3R9K960
10340	A0A428CD82	A0A3R9K960	A0A3R9K960
10341	A0A3R9LM99	A0A3R9K960	A0A3R9K960
10342	A0A3R9J675	A0A3R9K960	A0A3R9K960
10343	A0A3R9JGC6	A0A3R9K960	A0A3R9K960
10344	A0A428G1F1	A0A3R9K960	A0A3R9K960
10345	A0A3R9JJE7	A0A3R9K960	A0A3R9K960
10346	A0A3R9MYQ4	A0A3R9K960	A0A3R9K960
10347	A0A1E1GBP5	A0A3R9K960	A0A3R9K960
10348	A0A3R9Q504	A0A3R9K960	A0A3R9K960
10349	A0A428HIK6	A0A3R9K960	A0A3R9K960
10350	A0A3R9K1P1	A0A3R9K960	A0A3R9K960
10351	A0A8B3IX71	A0A3R9K960	A0A3R9K960
10352	A0A3R9K7K0	A0A3R9K960	A0A3R9K960
10353	A0A3S5JND2	A0A2D9XKH9	A0A7C1VDL4
10354	A0A2D9VRQ4	A0A2D9XKH9	A0A7C1VDL4
10355	A0A2D9XKH9	A0A2D9XKH9	A0A7C1VDL4
10356	A0A2E2V422	A0A2D9XKH9	A0A7C1VDL4
10357	A0A2E4RCJ4	A0A2D9XKH9	A0A7C1VDL4
10358	A0A2E4J782	A0A2D9XKH9	A0A7C1VDL4
10359	A0A2D9UF94	A0A2D9XKH9	A0A7C1VDL4
10360	A0A2E2UUV5	A0A2D9XKH9	A0A7C1VDL4
10361	A0A2E6QUA0	A0A2D9XKH9	A0A7C1VDL4
10362	A0A495XL56	A0A495XL56	T0S0F7
10363	UPI0016560B2E	UPI0016560B2E	
10364	UPI00190EC897	UPI00190EC897	
10365	UPI001CBBAD55	UPI001CBBAD55	
10366	UPI002284212D	UPI002284212D	
10367	UPI00228465AF	UPI00228465AF	
10368	UPI000F68BBF5	UPI000F68BBF5	
10369	UPI0007834380	UPI0007834380	
10370	UPI0007840029	UPI0007840029	
10371	UPI001CBD7291	UPI001CBD7291	
10372	UPI001C2F0469	UPI001C2F0469	
10373	UPI001CBE3A39	UPI001CBE3A39	
10374	UPI0018C86F15	UPI0018C86F15	
10375	UPI00068F0BEF	UPI00068F0BEF	
10376	F9PUA2	F9PUA2	
10377	UPI001BD9485C	UPI001BD9485C	
10378	UPI0020730108	UPI0020730108	
10379	UPI0020C8D4BD	UPI0020C8D4BD	
10380	UPI00066B6F7D	UPI00066B6F7D	
10381	UPI000E3D3512	UPI000E3D3512	
10382	UPI0020C8E463	UPI0020C8E463	
10383	UPI00066C4814	UPI00066C4814	
10384	UPI001CBC5968	UPI001CBC5968	
10385	UPI002000A79A	UPI002000A79A	
10386	UPI00200665BD	UPI00200665BD	
10387	UPI00066D054C	UPI00066D054C	
10388	UPI002000DE62	UPI002000DE62	
10389	UPI00046C4244	UPI00046C4244	
10390	UPI00066E82CE	UPI00066E82CE	
10391	F9PGG7	F9PGG7	
10392	UPI001897D502	UPI001897D502	
10393	UPI00110C2578	UPI00110C2578	
10394	A0A7H8Z864	A0A7H8Z864	
10395	UPI0020019164	UPI0020019164	
10396	UPI0021DF9C75	UPI0021DF9C75	
10397	UPI00066A7143	UPI00066A7143	
10398	I2JCQ9	I2JCQ9	
10399	UPI001564A392	UPI001564A392	
10400	UPI002240C34A	UPI002240C34A	
10401	UPI00082E52F5	UPI00082E52F5	
10402	UPI0021BD5DD4	UPI0021BD5DD4	
10403	UPI00066A7F3C	UPI00066A7F3C	
10404	UPI0015653674	UPI0015653674	
10405	F9MH51	F9MH51	
10406	UPI001566FD0E	UPI001566FD0E	
10407	UPI0021B606A2	UPI0021B606A2	
10408	I0S5H2	I0S5H2	
10409	UPI00066E376B	UPI00066E376B	
10410	UPI00223F364D	UPI00223F364D	
