	unclustered	mmseqs_cluster	foldseek_cluster
12316	UPI001BFDC0AD	UPI001E383605	
12317	UPI001F35353C	UPI001E383605	
12318	UPI0020244DCA	UPI001E383605	
12319	UPI00222F85D2	UPI001E383605	
12320	UPI00224585F0	UPI001E383605	
12321	UPI0006A03975	UPI001E383605	
12322	UPI0007A002D8	UPI001E383605	
12323	UPI000BB62161	UPI001E383605	
12324	UPI0010713BB5	UPI001E383605	
12325	UPI0016545A4C	UPI001E383605	
12326	UPI001BFDD90C	UPI001E383605	
12327	UPI001CF7D20D	UPI001E383605	
12328	UPI00201B9B05	UPI001E383605	
12329	UPI0020799A4A	UPI001E383605	
12330	A0A1X1BZ03	UPI001E383605	
12331	UPI000474B790	UPI001E383605	
12332	UPI00052CCA62	UPI001E383605	
12333	UPI00066914B7	UPI001E383605	
12334	UPI0006A0EC0F	UPI001E383605	
12335	UPI000B7EF3F3	UPI001E383605	
12336	UPI000BE14F5D	UPI001E383605	
12337	UPI000BE83795	UPI001E383605	
12338	UPI000D785E6C	UPI001E383605	
12339	UPI000DDA0875	UPI001E383605	
12340	UPI00109E1D59	UPI001E383605	
12341	UPI0010CB3B49	UPI001E383605	
12342	UPI0011B68926	UPI001E383605	
12343	UPI0012FDA77F	UPI001E383605	
12344	UPI00158E478C	UPI001E383605	
12345	UPI0018857D10	UPI001E383605	
12346	UPI001BE71CD0	UPI001E383605	
12347	UPI001CD33666	UPI001E383605	
12348	UPI00200D59FA	UPI001E383605	
12349	UPI00228490F7	UPI001E383605	
12350	A0A1X1CYU7	UPI001E383605	
12351	A0A3W4D892	UPI001E383605	
12352	UPI0002CBD37A	UPI001E383605	
12353	UPI00093C4D8F	UPI001E383605	
12354	UPI00097229F7	UPI001E383605	
12355	UPI000B48B05C	UPI001E383605	
12356	UPI0012940EB7	UPI001E383605	
12357	UPI0012B84972	UPI001E383605	
12358	UPI00197D6B8B	UPI001E383605	
12359	UPI001C265B2B	UPI001E383605	
12360	UPI001C57FDD7	UPI001E383605	
12361	UPI001F379CD3	UPI001E383605	
12362	A0A1V9D7S4	UPI001E383605	
12363	A0A1X1DEC6	UPI001E383605	
12364	A0A3W5XT60	UPI001E383605	
12365	A0A6G4CE51	UPI001E383605	
12366	UPI000250C98F	UPI001E383605	
12367	UPI0002CC01F1	UPI001E383605	
12368	UPI0004D9B495	UPI001E383605	
12369	UPI00066AAB27	UPI001E383605	
12370	UPI0007A0487C	UPI001E383605	
12371	UPI000B48DD5D	UPI001E383605	
12372	UPI000B7F48FE	UPI001E383605	
12373	UPI000BE189F0	UPI001E383605	
12374	UPI000D19D432	UPI001E383605	
12375	UPI001073D94F	UPI001E383605	
12376	UPI0010CB6BEC	UPI001E383605	
12377	UPI0012FDCAE0	UPI001E383605	
12378	UPI00145A3F6E	UPI001E383605	
12379	UPI00188719E5	UPI001E383605	
12380	UPI00197DB814	UPI001E383605	
12381	UPI001BEA69AC	UPI001E383605	
12382	UPI001EE1FDC3	UPI001E383605	
12383	UPI00201C54D5	UPI001E383605	
12384	UPI0020CA8A0B	UPI001E383605	
12385	A0A6G6JL57	UPI001E383605	
12386	UPI0002C95AE9	UPI001E383605	
12387	UPI0002CC2D41	UPI001E383605	
12388	UPI00064CCC8C	UPI001E383605	
12389	UPI0006A1B570	UPI001E383605	
12390	UPI0007A05DB5	UPI001E383605	
12391	UPI000B7FB7BD	UPI001E383605	
12392	UPI000BB73CBE	UPI001E383605	
12393	UPI000BE1A44D	UPI001E383605	
12394	UPI000DDBAD2A	UPI001E383605	
12395	UPI000E016A7F	UPI001E383605	
12396	UPI001075C37F	UPI001E383605	
12397	UPI0010CB8638	UPI001E383605	
12398	UPI0012FDDDE3	UPI001E383605	
12399	UPI001463769C	UPI001E383605	
12400	UPI0015EA8405	UPI001E383605	
12401	UPI00188733B2	UPI001E383605	
12402	UPI0018EE66F1	UPI001E383605	
12403	UPI00197E3CC9	UPI001E383605	
12404	UPI001BEADAC3	UPI001E383605	
12405	UPI001BFE1550	UPI001E383605	
12406	A0A1X1EVG2	UPI001E383605	
12407	A0A501SCL2	UPI001E383605	
12408	UPI0002511D11	UPI001E383605	
12409	UPI0002CCACF3	UPI001E383605	
12410	UPI0005309687	UPI001E383605	
12411	UPI00083DF7AD	UPI001E383605	
12412	UPI000B7FF53B	UPI001E383605	
12413	UPI000BE53947	UPI001E383605	
12414	UPI000CDEE91D	UPI001E383605	
12415	UPI000E31EDAE	UPI001E383605	
12416	UPI000FEC8756	UPI001E383605	
12417	UPI00102D77E6	UPI001E383605	
12418	UPI001076B212	UPI001E383605	
12419	UPI0010CBA744	UPI001E383605	
12420	UPI001298AAF4	UPI001E383605	
12421	UPI00159CAE4B	UPI001E383605	
12422	UPI001887A6F6	UPI001E383605	
12423	UPI001BEB4267	UPI001E383605	
12424	UPI001BFE2376	UPI001E383605	
12425	UPI001E33907B	UPI001E383605	
12426	UPI001F119D96	UPI001E383605	
12427	UPI00201CA276	UPI001E383605	
12428	UPI0020CDBEC5	UPI001E383605	
12429	UPI0021C843A4	UPI001E383605	
12430	UPI0002513958	UPI001E383605	
12431	UPI0005A8D894	UPI001E383605	
12432	UPI0006A1D8BC	UPI001E383605	
12433	UPI0009935690	UPI001E383605	
12434	UPI000A0FB185	UPI001E383605	
12435	UPI000D8F0C76	UPI001E383605	
12436	UPI0010CBDA90	UPI001E383605	
12437	UPI001928F07D	UPI001E383605	
12438	UPI00197FC786	UPI001E383605	
12439	UPI001B39D577	UPI001E383605	
12440	UPI001BFE3DA8	UPI001E383605	
12441	UPI0020CFD50F	UPI001E383605	
12442	UPI0004E18895	UPI001E383605	
12443	UPI000571433D	UPI001E383605	
12444	UPI000651F0C7	UPI001E383605	
12445	UPI0007E59E2F	UPI001E383605	
12446	UPI000840F51E	UPI001E383605	
12447	UPI000BE1FA1F	UPI001E383605	
12448	UPI0012B97408	UPI001E383605	
12449	UPI00130219AE	UPI001E383605	
12450	UPI00136305C4	UPI001E383605	
12451	UPI001659F990	UPI001E383605	
12452	UPI001887F03A	UPI001E383605	
12453	UPI001BFC38EA	UPI001E383605	
12454	UPI002011E21F	UPI001E383605	
12455	UPI0021C981EA	UPI001E383605	
12456	UPI0021F4EFBF	UPI001E383605	
12457	A0A286BYL4	UPI001E383605	
12458	UPI00017A984B	UPI001E383605	
12459	UPI00044AF76C	UPI001E383605	
12460	UPI00048611A7	UPI001E383605	
12461	UPI00097F8F56	UPI001E383605	
12462	UPI0010326F6B	UPI001E383605	
12463	UPI0017A411BF	UPI001E383605	
12464	UPI0018D6B75A	UPI001E383605	
12465	UPI0018F8BA83	UPI001E383605	
12466	UPI001920914E	UPI001E383605	
12467	UPI001BFC4CDD	UPI001E383605	
12468	UPI001FF0ACD6	UPI001E383605	
12469	UPI0020120B42	UPI001E383605	
12470	UPI0021C9C8CC	UPI001E383605	
12471	UPI002238B84E	UPI001E383605	
12472	A0A2S1CSR9	UPI001E383605	
12473	P0AFT0	UPI001E383605	
12474	UPI00077337DE	UPI001E383605	
12475	UPI000BE56CD2	UPI001E383605	
12476	UPI000FF6A991	UPI001E383605	
12477	UPI0015EE6F4C	UPI001E383605	
12478	UPI0019209C94	UPI001E383605	
12479	UPI0019298401	UPI001E383605	
12480	UPI001980AC53	UPI001E383605	
12481	UPI001BFC586F	UPI001E383605	
12482	UPI001BFE6092	UPI001E383605	
12483	UPI001E349142	UPI001E383605	
12484	UPI001E5C82AF	UPI001E383605	
12485	UPI001EFC44F3	UPI001E383605	
12486	UPI001F24038F	UPI001E383605	
12487	UPI001FF0B6B3	UPI001E383605	
12488	A0A2S1CSU4	UPI001E383605	
12489	A0A346GJY9	UPI001E383605	
12490	UPI00025858AF	UPI001E383605	
12491	UPI0006A62660	UPI001E383605	
12492	UPI0007A5F2CC	UPI001E383605	
12493	UPI000BE28CC8	UPI001E383605	
12494	UPI000BE58032	UPI001E383605	
12495	UPI000E5C9BA5	UPI001E383605	
12496	UPI000F05CA8A	UPI001E383605	
12497	UPI000FF8872D	UPI001E383605	
12498	UPI00107DE2BC	UPI001E383605	
12499	UPI0010CC5B40	UPI001E383605	
12500	UPI0011C7F734	UPI001E383605	
12501	UPI001231FEA0	UPI001E383605	
12502	UPI0013032768	UPI001E383605	
12503	UPI0013BF6940	UPI001E383605	
12504	UPI00159DC60E	UPI001E383605	
12505	UPI0017B8F75A	UPI001E383605	
12506	UPI001BFC6EF3	UPI001E383605	
12507	UPI001CDAA166	UPI001E383605	
12508	UPI001E5D8922	UPI001E383605	
12509	UPI001F516627	UPI001E383605	
12510	UPI001FF122E7	UPI001E383605	
12511	UPI0020129C04	UPI001E383605	
12512	UPI0021CA57DA	UPI001E383605	
12513	UPI0022478B88	UPI001E383605	
12514	A0A506PEG1	UPI001E383605	
12515	UPI0002C9E5AF	UPI001E383605	
12516	UPI00048C8F26	UPI001E383605	
12517	UPI000927195A	UPI001E383605	
12518	UPI000943A8B0	UPI001E383605	
12519	UPI000BE588C9	UPI001E383605	
12520	UPI000E5D0FEA	UPI001E383605	
12521	UPI000FFBE249	UPI001E383605	
12522	UPI0010CC5F66	UPI001E383605	
12523	UPI001303559B	UPI001E383605	
12524	UPI0013CC4F15	UPI001E383605	
12525	UPI0017E22E31	UPI001E383605	
12526	UPI00188B26D6	UPI001E383605	
12527	UPI001922B867	UPI001E383605	
12528	UPI001929C98C	UPI001E383605	
12529	UPI001BFC7063	UPI001E383605	
12530	UPI001BFEDC77	UPI001E383605	
12531	UPI0021CA747E	UPI001E383605	
12532	A0A1I4XJZ4	UPI001E383605	
12533	A0A506QS43	UPI001E383605	
12534	UPI00048E885B	UPI001E383605	
12535	UPI0005AB0160	UPI001E383605	
12536	UPI0009276F05	UPI001E383605	
12537	UPI000DE07804	UPI001E383605	
12538	UPI000E5D658B	UPI001E383605	
12539	UPI000FFBEA74	UPI001E383605	
12540	UPI0012C108B5	UPI001E383605	
12541	UPI0014066E21	UPI001E383605	
12542	UPI00188BD5FA	UPI001E383605	
12543	UPI0019824E81	UPI001E383605	
12544	UPI001AA0F092	UPI001E383605	
12545	UPI001B7D18A1	UPI001E383605	
12546	UPI001BFEE33D	UPI001E383605	
12547	UPI001CDB123B	UPI001E383605	
12548	UPI001F11E17B	UPI001E383605	
12549	UPI00209B6160	UPI001E383605	
12550	A0A271URS1	UPI001E383605	
12551	A0A7X0W293	UPI001E383605	
12552	UPI0002CA21D4	UPI001E383605	
12553	UPI0003902CB0	UPI001E383605	
12554	UPI0005AB8039	UPI001E383605	
12555	UPI00077C35B9	UPI001E383605	
12556	UPI0009284369	UPI001E383605	
12557	UPI000A189545	UPI001E383605	
12558	UPI000B93D1A3	UPI001E383605	
12559	UPI000BE5B916	UPI001E383605	
12560	UPI000C7D3140	UPI001E383605	
12561	UPI000DA40FC2	UPI001E383605	
12562	UPI000E0D45FD	UPI001E383605	
12563	UPI000F43151F	UPI001E383605	
12564	UPI000FFC04EC	UPI001E383605	
12565	UPI001929E1DC	UPI001E383605	
12566	UPI001965BCE5	UPI001E383605	
12567	UPI001982A468	UPI001E383605	
12568	UPI001F51ABD1	UPI001E383605	
12569	UPI001FF31AA3	UPI001E383605	
12570	UPI0021F6F9DA	UPI001E383605	
12571	UPI002247FD64	UPI001E383605	
12572	A0A7X2MPY4	UPI001E383605	
12573	A0A7Z0I463	UPI001E383605	
12574	UPI0002CA26BF	UPI001E383605	
12575	UPI00061B91E6	UPI001E383605	
12576	UPI0007AC5711	UPI001E383605	
12577	UPI00084FA12B	UPI001E383605	
12578	UPI000BC580E8	UPI001E383605	
12579	UPI000C7D3D18	UPI001E383605	
12580	UPI000CF12ED6	UPI001E383605	
12581	UPI000D0B00B6	UPI001E383605	
12582	UPI000DA46C5D	UPI001E383605	
12583	UPI000DE0BAA6	UPI001E383605	
12584	UPI0010814C92	UPI001E383605	
12585	UPI0010CC8697	UPI001E383605	
12586	UPI00188D0486	UPI001E383605	
12587	UPI001C05DDB4	UPI001E383605	
12588	UPI001D0C6BD2	UPI001E383605	
12589	UPI001FD26A26	UPI001E383605	
12590	UPI000260BEAB	UPI001E383605	
12591	UPI0002CA3BC7	UPI001E383605	
12592	UPI00077FBBEF	UPI001E383605	
12593	UPI00092AC768	UPI001E383605	
12594	UPI00094538E5	UPI001E383605	
12595	UPI000B957DC6	UPI001E383605	
12596	UPI000CF13956	UPI001E383605	
12597	UPI001313A9CD	UPI001E383605	
12598	UPI001B8C0EDC	UPI001E383605	
12599	UPI001D5061AB	UPI001E383605	
12600	UPI001F29DEB3	UPI001E383605	
12601	UPI001FD289BE	UPI001E383605	
12602	UPI001FF55A47	UPI001E383605	
12603	UPI0020226330	UPI001E383605	
12604	UPI00220977BC	UPI001E383605	
12605	A0A2M9WFC5	UPI001E383605	
12606	A0A8F9IR95	UPI001E383605	
12607	UPI0002636497	UPI001E383605	
12608	UPI0002CA44D2	UPI001E383605	
12609	UPI0003066812	UPI001E383605	
12610	UPI0003C3A259	UPI001E383605	
12611	UPI00092B3B6D	UPI001E383605	
12612	UPI000B95B60D	UPI001E383605	
12613	UPI000BDE60EB	UPI001E383605	
12614	UPI000DA4AB37	UPI001E383605	
12615	UPI001008513B	UPI001E383605	
12616	UPI00128D5C1F	UPI001E383605	
12617	UPI0017F57F4C	UPI001E383605	
12618	UPI00189163A4	UPI001E383605	
12619	UPI00199351E0	UPI001E383605	
12620	UPI001BFCBDA2	UPI001E383605	
12621	UPI001C06482F	UPI001E383605	
12622	UPI001D8F4050	UPI001E383605	
12623	UPI00209CF4A5	UPI001E383605	
12624	A0A2V2BS01	UPI001E383605	
12625	UPI00045271C1	UPI001E383605	
12626	UPI000786E356	UPI001E383605	
12627	UPI000984F10C	UPI001E383605	
12628	UPI000BDE7BD1	UPI001E383605	
12629	UPI000D1185D2	UPI001E383605	
12630	UPI000DE3D84F	UPI001E383605	
12631	UPI000E1C605C	UPI001E383605	
12632	UPI0010AC28BF	UPI001E383605	
12633	UPI0010CE02D5	UPI001E383605	
12634	UPI00192A3617	UPI001E383605	
12635	UPI0019B37F6C	UPI001E383605	
12636	UPI001B94221D	UPI001E383605	
12637	UPI001CE1FD01	UPI001E383605	
12638	UPI001E4F45C2	UPI001E383605	
12639	UPI001F123B89	UPI001E383605	
12640	UPI0021A7E2B7	UPI001E383605	
12641	UPI00227A8A6F	UPI001E383605	
12642	A0A377MYI5	UPI001E383605	
12643	A0A3N4P4C8	UPI001E383605	
12644	A0A6L9DJ62	UPI001E383605	
12645	A0A7Y7SSG8	UPI001E383605	
12646	UPI0002CA537B	UPI001E383605	
12647	UPI000453882B	UPI001E383605	
12648	UPI0007B49F46	UPI001E383605	
12649	UPI000B3D7F61	UPI001E383605	
12650	UPI000B7C8092	UPI001E383605	
12651	UPI000BA3F6CB	UPI001E383605	
12652	UPI001246B9B4	UPI001E383605	
12653	UPI00168BFD23	UPI001E383605	
12654	UPI00186B6DBE	UPI001E383605	
12655	UPI001923941F	UPI001E383605	
12656	UPI001B9CF19D	UPI001E383605	
12657	UPI001BE3EF19	UPI001E383605	
12658	UPI001C0B9D90	UPI001E383605	
12659	A0A0F3UXX2	UPI001E383605	
12660	A0A7V8N3A6	UPI001E383605	
12661	A0A7Y9CBS7	UPI001E383605	
12662	UPI0003D5E793	UPI001E383605	
12663	UPI0005359617	UPI001E383605	
12664	UPI00057C17F6	UPI001E383605	
12665	UPI000B7CA19E	UPI001E383605	
12666	UPI000BE6024F	UPI001E383605	
12667	UPI000E1D3367	UPI001E383605	
12668	UPI0010AC9699	UPI001E383605	
12669	UPI0010E0EC75	UPI001E383605	
12670	UPI00111992D5	UPI001E383605	
12671	UPI00128DBDF9	UPI001E383605	
12672	UPI0013D5A124	UPI001E383605	
12673	UPI00183C307D	UPI001E383605	
12674	UPI001924208A	UPI001E383605	
12675	UPI0019BFA858	UPI001E383605	
12676	UPI001BFCCB5C	UPI001E383605	
12677	UPI001CBE4112	UPI001E383605	
12678	UPI0021D02642	UPI001E383605	
12679	UPI00227B327C	UPI001E383605	
12680	A0A977YED8	UPI001E383605	
12681	UPI00020CA621	UPI001E383605	
12682	UPI0002CA6C88	UPI001E383605	
12683	UPI0005091F8C	UPI001E383605	
12684	UPI00057E4CD4	UPI001E383605	
12685	UPI00073E6D9A	UPI001E383605	
12686	UPI000B3D96B6	UPI001E383605	
12687	UPI000BE60E7C	UPI001E383605	
12688	UPI000DA532D6	UPI001E383605	
12689	UPI000E1D8A69	UPI001E383605	
12690	UPI0015D4DF30	UPI001E383605	
12691	UPI001BFD0A41	UPI001E383605	
12692	UPI001F5B7A4C	UPI001E383605	
12693	UPI002034D1EC	UPI001E383605	
12694	UPI002223E3EE	UPI001E383605	
12695	UPI00225431FE	UPI001E383605	
12696	UPI0004A2AE9F	UPI001E383605	
12697	UPI00053677E9	UPI001E383605	
12698	UPI000627BA1A	UPI001E383605	
12699	UPI00080C0471	UPI001E383605	
12700	UPI000BE3A912	UPI001E383605	
12701	UPI000DD5293B	UPI001E383605	
12702	UPI000E1D9C4C	UPI001E383605	
12703	UPI000F58E724	UPI001E383605	
12704	UPI0010EA2E39	UPI001E383605	
12705	UPI00119D39E7	UPI001E383605	
12706	UPI00124853B3	UPI001E383605	
12707	UPI00142E30B0	UPI001E383605	
12708	UPI001BE42671	UPI001E383605	
12709	UPI001BFD2097	UPI001E383605	
12710	UPI00225A9E06	UPI001E383605	
12711	UPI00227B4B38	UPI001E383605	
12712	UPI0002CA76D1	UPI001E383605	
12713	UPI0006CF9870	UPI001E383605	
12714	UPI00092DBF70	UPI001E383605	
12715	UPI000BE3C81C	UPI001E383605	
12716	UPI000DD553B5	UPI001E383605	
12717	UPI000E1E10AB	UPI001E383605	
12718	UPI000F89498C	UPI001E383605	
12719	UPI0010B2D32A	UPI001E383605	
12720	UPI0012488086	UPI001E383605	
12721	UPI00196A56BB	UPI001E383605	
12722	UPI001ADE10F1	UPI001E383605	
12723	UPI001BFD340D	UPI001E383605	
12724	UPI001C7130EB	UPI001E383605	
12725	UPI001E516F74	UPI001E383605	
12726	UPI001F1603DB	UPI001E383605	
12727	UPI00203BA69F	UPI001E383605	
12728	UPI002225D736	UPI001E383605	
12729	A0A1Y0L838	UPI001E383605	
12730	A0A5M7LAA4	UPI001E383605	
12731	A0A7X5S411	UPI001E383605	
12732	UPI00092DC2A3	UPI001E383605	
12733	UPI000986CFF8	UPI001E383605	
12734	UPI000A25F233	UPI001E383605	
12735	UPI000B7D52E2	UPI001E383605	
12736	UPI000BDF45AF	UPI001E383605	
12737	UPI000C0BEBBF	UPI001E383605	
12738	UPI000E1E2261	UPI001E383605	
12739	UPI0010B3D9B4	UPI001E383605	
12740	UPI0012DED01F	UPI001E383605	
12741	UPI00196B8F18	UPI001E383605	
12742	UPI0019D239A2	UPI001E383605	
12743	UPI001ADE5B2D	UPI001E383605	
12744	UPI001BE446C4	UPI001E383605	
12745	UPI001BFD3D86	UPI001E383605	
12746	A0A5M7Q9A2	UPI001E383605	
12747	A0A6B9G2S1	UPI001E383605	
12748	UPI00050E53E6	UPI001E383605	
12749	UPI000705719E	UPI001E383605	
12750	UPI00080F3CC0	UPI001E383605	
12751	UPI00092DE9E4	UPI001E383605	
12752	UPI000B7D758C	UPI001E383605	
12753	UPI000BDF48BC	UPI001E383605	
12754	UPI000D591FAC	UPI001E383605	
12755	UPI000DA5E61D	UPI001E383605	
12756	UPI0010FAAC3A	UPI001E383605	
12757	UPI0011DDE568	UPI001E383605	
12758	UPI0012AD7ED6	UPI001E383605	
12759	UPI0013774929	UPI001E383605	
12760	UPI00143690D6	UPI001E383605	
12761	UPI001877508B	UPI001E383605	
12762	UPI001BE458F2	UPI001E383605	
12763	UPI001BFD4BF8	UPI001E383605	
12764	UPI0020414362	UPI001E383605	
12765	UPI002115D24F	UPI001E383605	
12766	A0A6I2JNS1	UPI001E383605	
12767	A0A8H9SED5	UPI001E383605	
12768	UPI000340DEC6	UPI001E383605	
12769	UPI000B7DB6B5	UPI001E383605	
12770	UPI000D5A1E1D	UPI001E383605	
12771	UPI000DD72A64	UPI001E383605	
12772	UPI000DEAEA5A	UPI001E383605	
12773	UPI0010FCF67B	UPI001E383605	
12774	UPI00128F095E	UPI001E383605	
12775	UPI0012E73E90	UPI001E383605	
12776	UPI0013DE7628	UPI001E383605	
12777	UPI0017553016	UPI001E383605	
12778	UPI0018E93AC0	UPI001E383605	
12779	UPI00197AC248	UPI001E383605	
12780	UPI001BE45960	UPI001E383605	
12781	UPI001BFD7134	UPI001E383605	
12782	UPI001C728317	UPI001E383605	
12783	UPI001F494DB0	UPI001E383605	
12784	UPI00197AE98C	UPI001E383605	
12785	UPI0013EF97EE	UPI001E383605	
12786	UPI001E449BB4	UPI001E383605	
12787	UPI0011E47CA4	UPI001E383605	
12788	UPI00211949BC	UPI001E383605	
12789	A0A4R0H881	UPI001E383605	
12790	A0A2T8WX22	UPI001E383605	
12791	A0A1B7L8I0	UPI001E383605	
12792	A0A623UCP8	UPI001E383605	
12793	UPI001F4D9827	UPI001E383605	
12794	UPI001F4DC140	UPI001E383605	
12795	UPI001F4E3913	UPI001E383605	
12796	UPI001F4EC3C2	UPI001E383605	
12797	UPI001F4ED505	UPI001E383605	
12798	UPI001BD9515A	UPI001E383605	
12799	UPI001BD95662	UPI001E383605	
12800	UPI001F4F8B11	UPI001E383605	
12801	UPI001F502B05	UPI001E383605	
12802	UPI002026F2E4	UPI001E383605	
12803	UPI001BDA00D8	UPI001E383605	
12804	A0A1H9I022	UPI001E383605	
12805	UPI0022463122	UPI001E383605	
12806	UPI00069DD67E	UPI001E383605	
12807	A0A427KC01	UPI001E383605	
12808	A0A6M8U9X9	UPI001E383605	
12809	A0A3N6V2B7	UPI001E383605	
12810	A0A850F5G7	UPI001E383605	
12811	UPI00101FAB53	UPI001E383605	
12812	UPI0007CC8B3E	UPI001E383605	
12813	UPI001C845A05	UPI001E383605	
12814	A0A3N2EXN9	UPI001E383605	
12815	UPI00193AD141	UPI001E383605	
12816	UPI0020779860	UPI001E383605	
12817	UPI001358B2E7	UPI001E383605	
12818	UPI001C84D00E	UPI001E383605	
12819	UPI00024FE5FE	UPI001E383605	
12820	UPI0008FCB6BA	UPI001E383605	
12821	A0A1Q8YNH4	UPI001E383605	
12822	A0A285KMV2	UPI001E383605	
12823	UPI000B4CBFA0	UPI001E383605	
12824	UPI00135B8911	UPI001E383605	
12825	A0A7W3GB58	UPI001E383605	
12826	A0A3S4GHW6	UPI001E383605	
12827	UPI0004E2FBEA	UPI001E383605	
12828	UPI00115A3694	UPI001E383605	
12829	UPI001299E392	UPI001E383605	
12830	A0A318FNA5	UPI001E383605	
12831	A0A4P8YM12	UPI001E383605	
12832	UPI0003BEA8FE	UPI001E383605	
12833	A0A6B2FMJ1	UPI001E383605	
12834	A0A564M362	UPI001E383605	
12835	A0A3N2RWY4	UPI001E383605	
12836	UPI001179EED9	UPI001E383605	
12837	A0A1D8JVV8	UPI001E383605	
12838	UPI000A1CBB46	UPI001E383605	
12839	A0A7I6Q860	UPI001E383605	
12840	A0A248KIX7	UPI001E383605	
12841	A0A1I4ZCF6	UPI001E383605	
12842	UPI000D525D02	UPI001E383605	
12843	UPI00157AC76A	UPI001E383605	
12844	UPI002165CE24	UPI001E383605	
12845	A0A6I2HV73	UPI001E383605	
12846	UPI0006E50776	UPI001E383605	
12847	UPI0010924D7E	UPI001E383605	
12848	UPI0006679AFB	UPI001E383605	
12849	UPI001F4F378D	UPI001E383605	
12850	UPI001BDAD8F7	UPI001E383605	
12851	UPI001F4D7B4F	UPI001E383605	
12852	A0A7X3MBT3	UPI001E383605	
12853	A0A976VQG3	UPI001E383605	
12854	A0A976VSP9	UPI001E383605	
12855	A0A976Z8A6	UPI001E383605	
12856	A0A143WQG8	UPI001E383605	
12857	UPI00215DC3E9	UPI001E383605	
12858	UPI001E3D457A	UPI001E383605	
12859	UPI0022A89E6D	UPI001E383605	
12860	UPI00209DF51C	UPI001E383605	
12861	UPI002252D406	UPI001E383605	
12862	UPI001128DCA2	UPI001E383605	
12863	A0A2Y9TUV9	UPI001E383605	
12864	UPI001E5C45DD	UPI001E383605	
12865	A0A411WK17	UPI001E383605	
12866	UPI001C479447	UPI001E383605	
12867	UPI001CE28B1A	UPI001E383605	
12868	UPI001782D435	UPI001E383605	
12869	A0A0B0HW33	A0A0B0HW33	A0A0B0HVF0
12870	A0A0B0HSX7	A0A0B0HW33	A0A0B0HVF0
12871	A0A2M9MHM2	A0A0B0HW33	A0A0B0HVF0
12872	A0A075R0S2	A0A0B0HW33	A0A0B0HVF0
12873	A0A2M9N281	A0A0B0HW33	A0A0B0HVF0
12874	A0A0U5AX36	A0A0B0HW33	A0A0B0HVF0
12875	A0A0F0CA69	A0A0F0CA69	A0A7W7M238
12876	A0A1I2V4X1	A0A0F0CA69	A0A7W7M238
12877	A0A1I6N3L8	A0A0F0CA69	A0A7W7M238
12878	A0A2S6HCF3	A0A0F0CA69	A0A7W7M238
12879	A0A1I2SBQ8	A0A0F0CA69	A0A7W7M238
12880	A0A0K2RR28	A0A0K2RR28	A0A0K2RR28
12881	A0A0P0FS44	A0A0P0FS44	A0A0P0FS44
12882	A0A0Q9YGP3	A0A0Q9YGP3	A0A839YXT0
12883	A0A0U5AWN6	A0A0U5AWN6	A0A0U5AWN6
12884	A0A143Q8J1	A0A143Q8J1	A0A143Q8J1
12885	A0A0Q0U8R0	A0A143Q8J1	A0A143Q8J1
12886	A0A165NIC0	A0A143Q8J1	A0A143Q8J1
12887	A0A151AP14	A0A151AP14	A0A1H5RLM9
12888	A0A162MA57	A0A162MA57	A0A140LA76
12889	A0A1C4NG57	A0A1C4NG57	A0A1C4NG57
12890	A0A1C6UBR1	A0A1C6UBR1	A0A259UXB3
12891	A0A1C6TYE4	A0A1C6UBR1	A0A259UXB3
12892	A0A1F2PW71	A0A1F2PW71	A0A231GX51
12893	A0A1G6EB60	A0A1G6EB60	A0A1I7HFA3
12894	A0A1G6ZIT7	A0A1G6ZIT7	A0A841H5D1
12895	UPI00227C9B08	UPI00227C9B08	
12896	UPI000E34A4A3	UPI00227C9B08	
12897	UPI00215A0CF1	UPI00227C9B08	
12898	UPI001E6260CD	UPI00227C9B08	
12899	A0A8B6ISD1	UPI00227C9B08	
12900	A0A0F7KVM9	A0A0F7KVM9	A0A1I1ZHQ3
12901	A0A0G3XMP6	A0A0F7KVM9	A0A1I1ZHQ3
12902	A0A562UT06	A0A0F7KVM9	A0A1I1ZHQ3
12903	A0A5P9GL93	A0A0F7KVM9	A0A1I1ZHQ3
12904	A0A1I5KT37	A0A0F7KVM9	A0A1I1ZHQ3
12905	A0A1X7GAI8	A0A0F7KVM9	A0A1I1ZHQ3
12906	A0A841J0Q1	A0A0F7KVM9	A0A1I1ZHQ3
12907	A0A7W7K8M5	A0A0F7KVM9	A0A1I1ZHQ3
12908	A0A220WBG5	A0A0F7KVM9	A0A1I1ZHQ3
12909	A0A1N6H673	A0A0F7KVM9	A0A1I1ZHQ3
12910	A0A7W6FXC4	A0A0F7KVM9	A0A1I1ZHQ3
12911	A0A653JM06	A0A0F7KVM9	A0A1I1ZHQ3
12912	A0A397P327	A0A0F7KVM9	A0A1I1ZHQ3
12913	A0A560WN64	A0A0F7KVM9	A0A1I1ZHQ3
12914	A0A7W9AFD4	A0A0F7KVM9	A0A1I1ZHQ3
12915	A0A7W6LTV2	A0A0F7KVM9	A0A1I1ZHQ3
12916	A0A846M1Q4	A0A0F7KVM9	A0A1I1ZHQ3
12917	A0A7W7END0	A0A0F7KVM9	A0A1I1ZHQ3
12918	A0A7W6F1E6	A0A0F7KVM9	A0A1I1ZHQ3
12919	A0A840AUX0	A0A0F7KVM9	A0A1I1ZHQ3
