	ld_carboxypeptidases_unclustered	ld_carboxypeptidases_mmseqs_cluster	ld_carboxypeptidases_foldseek_cluster
39189	UPI001EF8D303	A0A534DS83	A0A1E4F369
39190	UPI002104AE81	A0A534DS83	A0A1E4F369
39191	A0A3A8RF74	A0A534DS83	A0A1E4F369
39192	UPI00031E5153	A0A534DS83	A0A1E4F369
39193	UPI000EC84AF9	A0A534DS83	A0A1E4F369
39194	A0A3A8TNA7	A0A534DS83	A0A1E4F369
39195	A0A7Y4IQA3	A0A534DS83	A0A1E4F369
39196	UPI0013D8D874	A0A534DS83	A0A1E4F369
39197	A0A3A8TTR8	A0A534DS83	A0A1E4F369
39198	A0A7Y4IWD1	A0A534DS83	A0A1E4F369
39199	UPI001377BC42	A0A534DS83	A0A1E4F369
39200	A0A7Y4JPP1	A0A534DS83	A0A1E4F369
39201	L7UAJ1	A0A534DS83	A0A1E4F369
39202	Q095C8	A0A534DS83	A0A1E4F369
39203	UPI001CCC601C	A0A534DS83	A0A1E4F369
39204	A0A7Y4KFR5	A0A534DS83	A0A1E4F369
39205	UPI001560CDC6	A0A534DS83	A0A1E4F369
39206	UPI001CCC7EDD	A0A534DS83	A0A1E4F369
39207	UPI001F224D2F	A0A534DS83	A0A1E4F369
39208	A0A7Y4NAR9	A0A534DS83	A0A1E4F369
39209	UPI001A8D1301	A0A534DS83	A0A1E4F369
39210	UPI001CC0B44B	A0A534DS83	A0A1E4F369
39211	A0A2T4VBT4	A0A534DS83	A0A1E4F369
39212	UPI000EE8597F	A0A534DS83	A0A1E4F369
39213	A0A4Q5ZFP9	A0A534DS83	A0A1E4F369
39214	UPI0013D01F02	A0A534DS83	A0A1E4F369
39215	UPI001CBA8A1C	A0A534DS83	A0A1E4F369
39216	UPI001FE97E08	A0A534DS83	A0A1E4F369
39217	UPI0020BF9289	A0A534DS83	A0A1E4F369
39218	A0A848LEI4	A0A534DS83	A0A1E4F369
39219	Q1DB19	A0A534DS83	A0A1E4F369
39220	A0A554GS71	A0A534DS83	A0A1E4F369
39221	UPI0020A74C18	A0A534DS83	A0A1E4F369
39222	UPI0011278C0E	A0A534DS83	A0A1E4F369
39223	UPI0013DBF5AB	A0A534DS83	A0A1E4F369
39224	UPI00149442A6	A0A534DS83	A0A1E4F369
39225	A0A410RNG6	A0A534DS83	A0A1E4F369
39226	UPI0011468468	A0A534DS83	A0A1E4F369
39227	UPI0013DC1047	A0A534DS83	A0A1E4F369
39228	UPI0014719A04	A0A534DS83	A0A1E4F369
39229	UPI001A8DBA2B	A0A534DS83	A0A1E4F369
39230	UPI000F879FD2	A0A534DS83	A0A1E4F369
39231	UPI0014720672	A0A534DS83	A0A1E4F369
39232	A0A1L9AUE1	A0A534DS83	A0A1E4F369
39233	UPI00194ED1EE	A0A534DS83	A0A1E4F369
39234	A0A3A8GSN7	A0A534DS83	A0A1E4F369
39235	UPI000886E498	A0A534DS83	A0A1E4F369
39236	A0A3A8HCZ8	A0A534DS83	A0A1E4F369
39237	UPI0005C6FBA9	A0A534DS83	A0A1E4F369
39238	UPI002149E725	A0A534DS83	A0A1E4F369
39239	A0A3A8IA98	A0A534DS83	A0A1E4F369
39240	A0A934JKP1	A0A534DS83	A0A1E4F369
39241	H8MG92	A0A534DS83	A0A1E4F369
39242	UPI001CBB63D4	A0A534DS83	A0A1E4F369
39243	UPI00210829A7	A0A534DS83	A0A1E4F369
39244	A0A1Q3H5M5	A0A534DS83	A0A1E4F369
39245	A0A3A8ITP1	A0A534DS83	A0A1E4F369
39246	UPI00186BC1CE	A0A534DS83	A0A1E4F369
39247	UPI00193B59CE	A0A534DS83	A0A1E4F369
39248	UPI0022785C7B	A0A534DS83	A0A1E4F369
39249	A0A3A8JVP1	A0A534DS83	A0A1E4F369
39250	UPI001CBDA54F	A0A534DS83	A0A1E4F369
39251	UPI00226C913E	A0A534DS83	A0A1E4F369
39252	A0A3A8KSZ2	A0A534DS83	A0A1E4F369
39253	UPI001916EBE2	A0A534DS83	A0A1E4F369
39254	UPI001F2C81AE	A0A534DS83	A0A1E4F369
39255	A0A3A8LEB3	A0A534DS83	A0A1E4F369
39256	A0A4Y6BNA6	A0A534DS83	A0A1E4F369
39257	A0A7Y6WZ02	A0A534DS83	A0A1E4F369
39258	F8CNZ7	A0A534DS83	A0A1E4F369
39259	A0A3A8NWQ3	A0A534DS83	A0A1E4F369
39260	A0A4Y6C934	A0A534DS83	A0A1E4F369
39261	A0A7Y6XIT1	A0A534DS83	A0A1E4F369
39262	UPI0019D6EDA9	A0A534DS83	A0A1E4F369
39263	UPI001A8F0A18	A0A534DS83	A0A1E4F369
39264	A0A3A8PQZ6	A0A534DS83	A0A1E4F369
39265	A0A3A8QW66	A0A534DS83	A0A1E4F369
39266	UPI000EA2A04A	A0A534DS83	A0A1E4F369
39267	UPI00156023F1	A0A534DS83	A0A1E4F369
39268	UPI0019D71B68	A0A534DS83	A0A1E4F369
39269	UPI001CDB260A	A0A534DS83	A0A1E4F369
39270	A0A3A8R016	A0A534DS83	A0A1E4F369
39271	UPI000EA2CA83	A0A534DS83	A0A1E4F369
39272	A0A3N5H8H3	A0A534DS83	A0A1E4F369
39273	A0A534AYF0	A0A534DS83	A0A1E4F369
39274	A0A534CGU8	A0A534DS83	A0A1E4F369
39275	A0A2W5T1Z1	A0A534DS83	A0A1E4F369
39276	A0A953AWU4	A0A534DS83	A0A1E4F369
39277	A0A6I2GL19	A0A534DS83	A0A1E4F369
39278	A0A3M1T902	A0A534DS83	A0A1E4F369
39279	A0A933ZYW5	A0A534DS83	A0A1E4F369
39280	A0A2W4SY89	A0A534DS83	A0A1E4F369
39281	A0A535EK90	A0A535EK90	A0A535EK90
39282	A0A5M3WLA8	A0A5M3WLA8	A0A5M3WLA8
39283	A0A6L8D528	A0A6L8D528	A0A6L8D528
39284	A0A6M1RLH8	A0A6M1RLH8	A0A7C1D5R2
39285	A0A7C2DBX3	A0A6M1RLH8	A0A7C1D5R2
39286	UPI00047E4681	UPI00047E4681	
39287	R6YWQ3	UPI00047E4681	
39288	A0A3D0HMD4	UPI00047E4681	
39289	UPI000D79BD1C	UPI000D79BD1C	
39290	UPI001FAA5923	UPI000D79BD1C	
39291	UPI0012EB5AE1	UPI0012EB5AE1	
39292	A0A924QBR0	UPI0012EB5AE1	
39293	UPI001CCB6236	UPI001CCB6236	
39294	A0A7H0SLG1	UPI001CCB6236	
39295	UPI0013A6CCC6	UPI001CCB6236	
39296	A0A329XDX3	UPI001CCB6236	
39297	UPI000CA03F9D	UPI001CCB6236	
39298	UPI001FAB2234	UPI001CCB6236	
39299	UPI00036DAABB	UPI001CCB6236	
39300	UPI0020296445	UPI001CCB6236	
39301	UPI001E4E3AD0	UPI001E4E3AD0	
39302	UPI001F20E96F	UPI001F20E96F	
39303	UPI001EE5348E	UPI001EE5348E	
39304	UPI001CF8B360	UPI001CF8B360	
39305	UPI001F270EEC	UPI001F270EEC	
39306	UPI00125C964F	UPI001F270EEC	
39307	UPI001F471B5E	UPI001F471B5E	
39308	UPI0020CA3878	UPI001F471B5E	
39309	UPI001ADB868D	UPI001F471B5E	
39310	UPI00217C81D1	UPI001F471B5E	
39311	UPI00217C9D8D	UPI001F471B5E	
39312	UPI00218352DD	UPI001F471B5E	
39313	UPI0018C2069C	UPI001F471B5E	
39314	A0A5J4EAD6	A0A5J4EAD6	A0A5J4EAD6
39315	A0A5S5CZV5	A0A5S5CZV5	A0A2N6AHY3
39316	A0A661BE64	A0A661BE64	A0A5K1I9X5
39317	A0A6N6JWT7	A0A6N6JWT7	A0A7C1D5R2
39318	A0A959WBS1	A0A6N6JWT7	A0A7C1D5R2
39319	A0A959ZRN4	A0A6N6JWT7	A0A7C1D5R2
39320	A0A959VKG7	A0A6N6JWT7	A0A7C1D5R2
39321	A0A959VYN9	A0A6N6JWT7	A0A7C1D5R2
39322	A0A959ZH27	A0A6N6JWT7	A0A7C1D5R2
39323	A0A524JES8	A0A6N6JWT7	A0A7C1D5R2
39324	A0A7C2AP74	A0A7C2AP74	A0A7C0UC19
39325	A0A7C7VGA0	A0A7C7VGA0	A0A7V4IX61
39326	A0A7J0D2N5	A0A7J0D2N5	A0A0P8W6A2
39327	A0A069K033	A0A7J0D2N5	A0A0P8W6A2
39328	A0A7V2SWA9	A0A7V2SWA9	A0A2E5FW81
39329	A0A7V4L8R7	A0A7V4L8R7	A0A7U4WW17
39330	A0A7V6B4U3	A0A7V6B4U3	A0A7C1D5R2
39331	A0A7X4HYZ7	A0A7X4HYZ7	A0A2S5XNI7
39332	A0A7X7CCE1	A0A7X7CCE1	A0A6G9HJS4
39333	A0A3D3GFF5	A0A3D3GFF5	A0A7C0UC19
39334	A0A1F3YA87	A0A3D3GFF5	A0A7C0UC19
39335	A0A1F3SY70	A0A3D3GFF5	A0A7C0UC19
39336	A0A3M1KY62	A0A3M1KY62	A0A7C1D5R2
39337	A0A3M0ZGH0	A0A3M1KY62	A0A7C1D5R2
39338	A0A3M5E6G0	A0A3M5E6G0	A0A2S5XNI7
39339	A0A4R0QG42	A0A4R0QG42	A0A4R0QG42
39340	A0A525CKI4	A0A525CKI4	A0A7C1D5R2
39341	A0A534P389	A0A534P389	A0A3N0HWF4
39342	A0A534UGG0	A0A534P389	A0A3N0HWF4
39343	A0A534PKF5	A0A534P389	A0A3N0HWF4
39344	A0A534TB85	A0A534P389	A0A3N0HWF4
39345	A0A1Q7Q7G0	A0A534P389	A0A3N0HWF4
39346	A0A534Y1N1	A0A534P389	A0A3N0HWF4
39347	A0A534PEF8	A0A534P389	A0A3N0HWF4
39348	A0A534Y192	A0A534P389	A0A3N0HWF4
39349	A0A564GWG2	A0A564GWG2	A0A5K1I9X5
39350	A0A564M857	A0A564GWG2	A0A5K1I9X5
39351	A0A6N3G159	A0A564GWG2	A0A5K1I9X5
39352	A0A2N2JLL6	A0A2N2JLL6	A0A1E4F369
39353	A0A964ETR0	A0A2N2JLL6	A0A1E4F369
39354	A0A2N7B759	A0A2N7B759	A0A7C0UC19
39355	A0A261Q351	A0A2N7B759	A0A7C0UC19
39356	A0A2S7IIA3	A0A2N7B759	A0A7C0UC19
39357	A0A2N1KKN7	A0A2N7B759	A0A7C0UC19
39358	A0A925A203	A0A2N7B759	A0A7C0UC19
39359	A0A924UT78	A0A2N7B759	A0A7C0UC19
39360	UPI00210E26D5	A0A2N7B759	A0A7C0UC19
39361	UPI000420A313	A0A2N7B759	A0A7C0UC19
39362	A0A258WVQ8	A0A2N7B759	A0A7C0UC19
39363	A0A6B3PJJ9	A0A2N7B759	A0A7C0UC19
39364	A0A2T2WGB6	A0A2T2WGB6	A0A7C0UC19
39365	A0A2U8I899	A0A2U8I899	A0A2U8I899
39366	A0A2V7RVX3	A0A2V7RVX3	A0A2V7RVX3
39367	A0A2W6SU48	A0A2W6SU48	A0A2W6SU48
39368	A0A351AFD9	A0A351AFD9	A0A359KJP0
39369	A0A3D3I1K0	A0A351AFD9	A0A359KJP0
39370	A0A1Y0H4U9	A0A351AFD9	A0A359KJP0
39371	A0A373P8V8	A0A373P8V8	A0A373P8V8
39372	A0A3B9Z6N2	A0A3B9Z6N2	
39373	A0A3D1BRQ0	A0A3D1BRQ0	A0A7C0UC19
39374	A0A3N1NYM0	A0A3N1NYM0	A0A1I0QSS3
39375	A0A3N4Z074	A0A3N4Z074	A0A3N4Z074
39376	UPI001FB8E93E	UPI001FB8E93E	
39377	A0A7L4WG13	UPI001FB8E93E	
39378	UPI001FB93253	UPI001FB8E93E	
39379	UPI001FB96744	UPI001FB8E93E	
39380	UPI001FB98DA5	UPI001FB8E93E	
39381	UPI001FBB0175	UPI001FB8E93E	
39382	UPI000478BC1D	UPI001FB8E93E	
39383	UPI002041C964	UPI002041C964	
39384	UPI0020401FEE	UPI002041C964	
39385	UPI002094354D	UPI002094354D	
39386	A0A2K8SM26	A0A2K8SM26	A0A3N2DCR1
39387	A0A2M8L597	A0A2M8L597	A0A7C1D5R2
39388	A0A2V4EL00	A0A2V4EL00	A0A0J1ISN8
39389	A0A352JS91	A0A352JS91	A0A7C1D5R2
39390	A0A1F4YLP9	A0A352JS91	A0A7C1D5R2
39391	A0A353VKD3	A0A353VKD3	A0A7C0UC19
39392	A0A380KYC4	A0A380KYC4	A0A380KYC4
39393	A0A3C1LUE7	A0A3C1LUE7	A0A7C0UC19
39394	A0A3D1DDC6	A0A3D1DDC6	A0A7C0UC19
39395	UPI0014918605	A0A3D1DDC6	A0A7C0UC19
39396	A0A3R8Z8Z8	A0A3D1DDC6	A0A7C0UC19
39397	A0A3B9DYD3	A0A3D1DDC6	A0A7C0UC19
39398	A0A7H9DXK2	A0A3D1DDC6	A0A7C0UC19
39399	A0A6P1FZX5	A0A3D1DDC6	A0A7C0UC19
39400	A0A4Z1BI72	A0A3D1DDC6	A0A7C0UC19
39401	UPI0021B030F5	A0A3D1DDC6	A0A7C0UC19
39402	A0A348Y604	A0A3D1DDC6	A0A7C0UC19
39403	UPI001CE057AD	A0A3D1DDC6	A0A7C0UC19
39404	UPI001C8CFB0D	A0A3D1DDC6	A0A7C0UC19
39405	UPI001CE09054	A0A3D1DDC6	A0A7C0UC19
39406	A0A5P2GCL3	A0A3D1DDC6	A0A7C0UC19
39407	A0A7H1JV62	A0A3D1DDC6	A0A7C0UC19
39408	UPI0005718A0A	A0A3D1DDC6	A0A7C0UC19
39409	UPI001FF17528	A0A3D1DDC6	A0A7C0UC19
39410	A0A410JUS0	A0A3D1DDC6	A0A7C0UC19
39411	UPI001FBA6CFA	A0A3D1DDC6	A0A7C0UC19
39412	UPI0021A98186	A0A3D1DDC6	A0A7C0UC19
39413	UPI0021A9956B	A0A3D1DDC6	A0A7C0UC19
39414	UPI001FF69961	A0A3D1DDC6	A0A7C0UC19
39415	A0A6N8UA91	A0A3D1DDC6	A0A7C0UC19
39416	UPI0008390FEC	A0A3D1DDC6	A0A7C0UC19
39417	A0A970I5Z5	A0A3D1DDC6	A0A7C0UC19
39418	A0A838ZN09	A0A3D1DDC6	A0A7C0UC19
39419	UPI000E5A66E5	A0A3D1DDC6	A0A7C0UC19
39420	UPI0008A2FAA2	A0A3D1DDC6	A0A7C0UC19
39421	UPI000E04FF3C	A0A3D1DDC6	A0A7C0UC19
39422	F0P1H7	A0A3D1DDC6	A0A7C0UC19
39423	A0A3L9M466	A0A3D1DDC6	A0A7C0UC19
39424	UPI001BB7AEB1	A0A3D1DDC6	A0A7C0UC19
39425	A0A8J7FNC7	A0A3D1DDC6	A0A7C0UC19
39426	A0A944B188	A0A3D1DDC6	A0A7C0UC19
39427	A0A952BM43	A0A3D1DDC6	A0A7C0UC19
39428	A0A3N2D292	A0A3N2D292	A0A2T6C9J5
39429	UPI0003D3436E	UPI0003D3436E	
39430	UPI0005CA6920	UPI0005CA6920	
39431	UPI0004945E66	UPI0004945E66	
39432	UPI00054CF5F8	UPI00054CF5F8	
39433	UPI000425615C	UPI00054CF5F8	
39434	UPI00056A41AD	UPI00054CF5F8	
39435	UPI00054E640B	UPI00054CF5F8	
39436	UPI00055C0E9F	UPI00054CF5F8	
39437	UPI0005680790	UPI00054CF5F8	
39438	UPI0002DA2075	UPI00054CF5F8	
39439	A0A3D0LYH1	UPI00054CF5F8	
39440	A0A1M2ZA72	UPI00054CF5F8	
39441	UPI000556B349	UPI000556B349	
39442	UPI0015C484DB	UPI0015C484DB	
39443	A0A938XPG9	A0A938XPG9	
39444	A0A939ZYZ3	A0A939ZYZ3	
39445	A0A3B9GRH4	A0A939ZYZ3	
39446	A0A940B5C0	A0A939ZYZ3	
39447	A0A939U389	A0A939ZYZ3	
39448	A0A939XAF9	A0A939ZYZ3	
39449	A0A972E8B2	A0A939ZYZ3	
39450	A0A254RTI4	A0A939ZYZ3	
39451	A0A254SNL9	A0A939ZYZ3	
39452	A0A254SU43	A0A939ZYZ3	
39453	UPI0020CD80A5	A0A939ZYZ3	
39454	UPI0001A81939	A0A939ZYZ3	
39455	UPI000A098B0B	A0A939ZYZ3	
39456	A0A940P6S6	A0A940P6S6	
39457	A0A946R7B3	A0A946R7B3	
39458	A0A948T7B3	A0A948T7B3	
39459	A0A951SD11	A0A951SD11	
39460	A0A953GTE0	A0A953GTE0	
39461	A0A959MGM1	A0A953GTE0	
39462	A0A136PES6	A0A953GTE0	
39463	A0A956VF46	A0A956VF46	
39464	A0A956QNA1	A0A956VF46	
39465	A0A958KUD9	A0A958KUD9	
39466	A0A958VFL6	A0A958VFL6	
39467	A0A2E2TAT5	A0A958VFL6	
39468	A0A959LVR1	A0A959LVR1	
39469	A0A2N1V9U7	A0A959LVR1	
39470	A0A961GD94	A0A961GD94	
39471	UPI000E27A0CE	A0A961GD94	
39472	A0A964NKS7	A0A964NKS7	
39473	A0A966BM98	A0A966BM98	
39474	A0A7C7WP26	A0A966BM98	
39475	A0A962BCM3	A0A966BM98	
39476	A0A2M8CZU2	A0A966BM98	
39477	A0A971M3P1	A0A971M3P1	
39478	A0A352Z674	A0A971M3P1	
39479	A0A8I2CV90	A0A971M3P1	
39480	A0A977Z776	A0A977Z776	
39481	A0A4V0EW90	A0A977Z776	
39482	D5AFG9	A0A977Z776	
39483	UPI0021CB1FFE	A0A977Z776	
39484	Q7P1I4	Q7P1I4	Q7P1I4
39485	T0E5W3	T0E5W3	A0A660LXD8
39486	A0A371IPW5	T0E5W3	A0A660LXD8
39487	A0A1H6SWF7	T0E5W3	A0A660LXD8
39488	J7T3S4	T0E5W3	A0A660LXD8
39489	UPI0002889371	UPI0002889371	
39490	UPI0004983608	UPI0002889371	
39491	A0A396SLW9	UPI0002889371	
39492	A0A4P8S6C7	UPI0002889371	
39493	UPI000F6BFAFA	UPI0002889371	
39494	A0A0X1RX36	UPI0002889371	
39495	UPI001141AE8F	UPI0002889371	
39496	UPI00190BCE53	UPI0002889371	
39497	A0A7M2QNB1	UPI0002889371	
39498	UPI000EB5063F	UPI0002889371	
39499	W4EQN8	UPI0002889371	
39500	A0A975KKK1	UPI0002889371	
39501	UPI001A936D4A	UPI0002889371	
39502	UPI00193B758F	UPI0002889371	
39503	UPI001557190E	UPI0002889371	
39504	UPI00058D9D45	UPI0002889371	
39505	UPI000F79D51F	UPI0002889371	
39506	UPI001B8C38D2	UPI0002889371	
39507	UPI001BCC1C7B	UPI0002889371	
39508	UPI00203D8E17	UPI0002889371	
39509	UPI0017818C19	UPI0002889371	
39510	UPI0012FA4CC8	UPI0002889371	
39511	UPI001FEE1110	UPI0002889371	
39512	A0A7H8Q6K8	UPI0002889371	
39513	UPI0022257791	UPI0002889371	
39514	A0A1C7E910	UPI0002889371	
39515	A0A165GSK8	UPI0002889371	
39516	UPI0006981CE0	UPI0002889371	
39517	UPI000B441747	UPI0002889371	
39518	UPI00193BC0BF	UPI0002889371	
39519	F2F9W8	UPI0002889371	
39520	A0A2S1H6T6	UPI0002889371	
39521	UPI001F4B8D71	UPI0002889371	
39522	UPI0009A84C44	UPI0002889371	
39523	UPI00177E41E5	UPI0002889371	
39524	A0A2D1SXI1	UPI0002889371	
39525	UPI001781F84E	UPI0002889371	
39526	UPI000B3E9AD7	UPI0002889371	
39527	UPI0007170051	UPI0002889371	
39528	UPI00204172E5	UPI0002889371	
39529	A0A2U3AH80	UPI0002889371	
39530	UPI000BBC88C7	UPI0002889371	
39531	UPI000BBC0D66	UPI0002889371	
39532	UPI0003148313	UPI0002889371	
39533	A0A540V205	UPI0002889371	
39534	A0A4P6UYA5	UPI0002889371	
39535	A0A7T2CFQ1	UPI0002889371	
39536	UPI0020126876	UPI0002889371	
39537	UPI0021633C8D	UPI0002889371	
39538	UPI0011BB45F4	UPI0002889371	
39539	UPI0006CA186C	UPI0002889371	
39540	UPI0018CF5161	UPI0002889371	
39541	UPI00086C9753	UPI0002889371	
39542	A0A2M9PYZ2	UPI0002889371	
39543	UPI000B7D52E9	UPI0002889371	
39544	UPI0018CDB0F1	UPI0002889371	
39545	UPI000B7D787A	UPI0002889371	
39546	UPI001882383B	UPI0002889371	
39547	UPI001C2FB810	UPI0002889371	
39548	A0A1E4QZB2	UPI0002889371	
39549	A0A5Q2NFQ9	UPI0002889371	
39550	UPI0009E8F12E	UPI0002889371	
39551	UPI0021A38F01	UPI0002889371	
39552	A0A410MRV7	UPI0002889371	
39553	A0A2I0UWP5	UPI0002889371	
39554	UPI0018E22FC7	UPI0002889371	
39555	UPI0020C18728	UPI0002889371	
39556	UPI000D3B959E	UPI0002889371	
39557	UPI0019687F2F	UPI0002889371	
39558	UPI0001DA5919	UPI0002889371	
39559	UPI000824DB9C	UPI0002889371	
39560	R7ZJB2	UPI0002889371	
39561	UPI00215A7A72	UPI0002889371	
39562	UPI001F4ECE09	UPI0002889371	
39563	UPI000E20852F	UPI0002889371	
39564	A0A0P7LAQ6	UPI0002889371	
39565	UPI000503A19E	UPI0002889371	
39566	UPI0021C22005	UPI0002889371	
39567	UPI0011A0F892	UPI0002889371	
39568	A0A2S0JRW5	UPI0002889371	
39569	UPI000D3D9028	UPI0002889371	
39570	UPI001C8CE117	UPI0002889371	
39571	UPI001E4E2F77	UPI0002889371	
39572	A0A7T2CQC2	UPI0002889371	
39573	UPI001244AB2C	UPI0002889371	
39574	UPI0012D8F20F	UPI0002889371	
39575	UPI0004A7DDFB	UPI0002889371	
39576	UPI00083C9869	UPI0002889371	
39577	UPI00116A52C6	UPI0002889371	
39578	UPI00215DD247	UPI0002889371	
39579	A0A4U2Z6E4	UPI0002889371	
39580	UPI0006528D05	UPI0002889371	
39581	A0A2X0Z2U1	UPI0002889371	
39582	UPI0009E24305	UPI0002889371	
39583	UPI001E2ED1E1	UPI0002889371	
39584	A0A4Q9TRL8	UPI0002889371	
39585	A0A544U7X3	UPI0002889371	
39586	UPI0022850AD5	UPI0002889371	
39587	UPI00177FF1C2	UPI0002889371	
39588	UPI001E5683E0	UPI0002889371	
39589	UPI001C234D1D	UPI0002889371	
39590	UPI00031EF0CC	UPI0002889371	
39591	UPI0017859CF9	UPI0002889371	
39592	A0A3M8H649	UPI0002889371	
39593	A0A494YZI5	UPI0002889371	
39594	A0A3N9UEF6	UPI0002889371	
39595	A0A3S0R3N3	UPI0002889371	
39596	UPI00117D1C00	UPI0002889371	
39597	UPI00209F3BFF	UPI0002889371	
39598	A0A431UV57	UPI0002889371	
39599	UPI000D31A523	UPI0002889371	
39600	UPI000D337F0B	UPI0002889371	
39601	UPI0005A9ADC4	UPI0002889371	
39602	UPI0014036894	UPI0014036894	
39603	A0A328B6V6	UPI0014036894	
39604	A0A553ZVE8	A0A553ZVE8	A0A7C1D5R2
39605	A0A5M8QR49	A0A5M8QR49	A0A6I1MJ35
39606	A0A6N3CAR5	A0A6N3CAR5	A0A0B0HVF0
39607	A0A6P1PX18	A0A6N3CAR5	A0A0B0HVF0
39608	A0A7G2JMU9	A0A6N3CAR5	A0A0B0HVF0
39609	A0A564KQM3	A0A6N3CAR5	A0A0B0HVF0
39610	A0A6N3G3V7	A0A6N3CAR5	A0A0B0HVF0
39611	A0A6N3G7H3	A0A6N3CAR5	A0A0B0HVF0
39612	A0A083ZZH0	A0A6N3CAR5	A0A0B0HVF0
39613	A0A1B8YEH8	A0A6N3CAR5	A0A0B0HVF0
39614	A0A3B0LX95	A0A6N3CAR5	A0A0B0HVF0
39615	A0A1C0U5Z4	A0A6N3CAR5	A0A0B0HVF0
39616	A0A8B6ISD1	A0A6N3CAR5	A0A0B0HVF0
39617	A0A1A8TFY1	A0A6N3CAR5	A0A0B0HVF0
39618	A0A1C3JN10	A0A6N3CAR5	A0A0B0HVF0
39619	A0A0P9I4L9	A0A6N3CAR5	A0A0B0HVF0
39620	A0A3S9LB95	A0A6N3CAR5	A0A0B0HVF0
39621	A0A6P1AQ49	A0A6P1AQ49	A0A6P1AQ49
39622	A0A7C0ZDZ8	A0A7C0ZDZ8	A0A7C0UC19
39623	A0A7C4LWZ6	A0A7C0ZDZ8	A0A7C0UC19
39624	A0A7V1C0E4	A0A7V1C0E4	A0A7C1D5R2
39625	A0A7V3IV07	A0A7V3IV07	A0A7C1D5R2
39626	UPI000830C14D	UPI000830C14D	
39627	UPI0021E38A05	UPI000830C14D	
39628	A0A5C6Z742	UPI000830C14D	
39629	A0A2G9C8J7	UPI000830C14D	
39630	UPI00160E15CC	UPI000830C14D	
39631	UPI001C9AF936	UPI000830C14D	
39632	A0A7X3RQG4	A0A7X3RQG4	A0A7C1D5R2
39633	A0A6B1BP48	A0A7X3RQG4	A0A7C1D5R2
39634	A0A7X6T4D1	A0A7X6T4D1	A0A7V3WGF3
39635	A0A832MTH4	A0A832MTH4	A0A2V2CDK1
39636	A0A838EZN6	A0A838EZN6	A0A7C1D5R2
39637	A0A841CXE3	A0A841CXE3	A0A841CXE3
39638	A0A846RVB5	A0A846RVB5	A0A846RVB5
39639	A0A916G0V1	A0A916G0V1	
39640	A0A927X6E9	A0A927X6E9	
39641	A0A932NMJ8	A0A932NMJ8	
39642	A0A936L017	A0A936L017	
39643	A0A943GC03	A0A943GC03	
39644	A0A951B490	A0A951B490	
39645	UPI0004C4E7A4	UPI0004C4E7A4	
39646	UPI0004C8408A	UPI0004C4E7A4	
39647	UPI0011EA6F63	UPI0004C4E7A4	
39648	UPI0018E57C1B	UPI0004C4E7A4	
39649	UPI0008F4F494	UPI0004C4E7A4	
39650	A0A838VSJ7	A0A838VSJ7	A0A811IE54
39651	A0A928ZXS4	A0A838VSJ7	A0A811IE54
39652	A0A218QNC5	A0A838VSJ7	A0A811IE54
39653	A0A8G1LCY9	A0A8G1LCY9	
39654	A0A8S9A623	A0A8S9A623	
39655	A0A916GWY7	A0A916GWY7	
39656	A0A922YM47	A0A922YM47	
39657	A0A924FDI0	A0A924FDI0	
39658	A0A2E2FK72	A0A924FDI0	
39659	A0A927LIB4	A0A927LIB4	
39660	A0A931DV28	A0A931DV28	
39661	A0A935EV34	A0A935EV34	
39662	A0A937TSJ2	A0A937TSJ2	
39663	A0A948GBW4	A0A937TSJ2	
39664	A0A937NPU5	A0A937TSJ2	
39665	A0A0S7ZNC8	A0A937TSJ2	
39666	A0A948FGL2	A0A937TSJ2	
39667	A0A949BYH4	A0A937TSJ2	
39668	A0A947K098	A0A937TSJ2	
39669	A0A949EJM2	A0A937TSJ2	
39670	A0A947Q4J1	A0A937TSJ2	
39671	A0A0S8IJ02	A0A937TSJ2	
39672	A0A0S8ISE2	A0A937TSJ2	
39673	A0A947NUX2	A0A937TSJ2	
39674	A0A948HI64	A0A937TSJ2	
39675	A0A940BDI7	A0A940BDI7	
39676	A0A944G7I8	A0A940BDI7	
39677	A0A928C214	A0A940BDI7	
39678	UPI0013D310D2	A0A940BDI7	
39679	A0A939XLT3	A0A940BDI7	
39680	A0A947YV21	A0A947YV21	
39681	A0A957I5B4	A0A957I5B4	
39682	A0A958WL55	A0A958WL55	
39683	A0A958WB29	A0A958WL55	
39684	UPI001112D2E4	UPI001112D2E4	
39685	UPI0013D0CED0	UPI0013D0CED0	
39686	A0A8J6N8S3	UPI0013D0CED0	
39687	UPI0010AD8E50	UPI0013D0CED0	
39688	A0A947JU07	UPI0013D0CED0	
39689	A0A948Z284	UPI0013D0CED0	
39690	A0A432R6U6	UPI0013D0CED0	
39691	UPI0010AC9F02	UPI0013D0CED0	
39692	UPI0014082149	UPI0014082149	
39693	UPI001032EF82	UPI0014082149	
39694	A0A4Q1BZN7	UPI0014082149	
39695	UPI001408DF51	UPI0014082149	
39696	UPI0022A861DF	UPI0014082149	
39697	UPI001CAA641D	UPI0014082149	
39698	A0A965L1T4	UPI0014082149	
39699	A0A973B3W0	UPI0014082149	
39700	A0A4Q9BBN0	UPI0014082149	
39701	A0A437PTR6	UPI0014082149	
39702	UPI00208EB687	UPI0014082149	
39703	UPI001CAA47F8	UPI0014082149	
