mmseqs_cluster	unclustered
DL-endopeptidase_UniRef100_A0A222E1P0|861|g__Antarctobacter.s__Antarctobacter_species	DL-endopeptidase_UniRef100_A0A1Y5SQX6|825|g__Palleronia.s__Palleronia_species
DL-endopeptidase_UniRef100_A0A222E1P0|861|g__Antarctobacter.s__Antarctobacter_species	DL-endopeptidase_UniRef100_A0A0K0Y198|825|g__Octadecabacter.s__Octadecabacter_species
DL-endopeptidase_UniRef100_A0A222E1P0|861|g__Antarctobacter.s__Antarctobacter_species	DL-endopeptidase_UniRef100_A0A1Y5S1E6|825|g__Pseudooctadecabacter.s__Pseudooctadecabacter_species
DL-endopeptidase_UniRef100_A0A222E1P0|861|g__Antarctobacter.s__Antarctobacter_species	DL-endopeptidase_UniRef100_A0A238KB60|825|g__Octadecabacter.s__Octadecabacter_species
DL-endopeptidase_UniRef100_A0A222E1P0|861|g__Antarctobacter.s__Antarctobacter_species	DL-endopeptidase_UniRef100_A0A238LFJ1|777|g__Flavimaricola.s__Flavimaricola_species
DL-endopeptidase_UniRef100_A0A222E1P0|861|g__Antarctobacter.s__Antarctobacter_species	DL-endopeptidase_UniRef100_A0A1X6YM75|813|g__Limimaricola.s__Limimaricola_species
DL-endopeptidase_UniRef100_A0A222E1P0|861|g__Antarctobacter.s__Antarctobacter_species	DL-endopeptidase_UniRef100_A0A238JL50|825|g__Actibacterium.s__Actibacterium_species
DL-endopeptidase_UniRef100_A0A2P4UJ83|1176|g__Actinomadura.s__Actinomadura_species	DL-endopeptidase_UniRef100_A0A2P4UJ83|1176|g__Actinomadura.s__Actinomadura_species
DL-endopeptidase_UniRef100_A0A376EMN6|1206|g__Dermatophilus.s__Dermatophilus_species	DL-endopeptidase_UniRef100_A0A376EMN6|1206|g__Dermatophilus.s__Dermatophilus_species
DL-endopeptidase_UniRef100_A0A376EMN6|1206|g__Dermatophilus.s__Dermatophilus_species	DL-endopeptidase_UniRef100_A0A239VVM8|1206|g__Dermatophilus.s__Dermatophilus_species
DL-endopeptidase_UniRef100_A0A3P5WV69|816|g__Xinfangfangia.s__Xinfangfangia_species	DL-endopeptidase_UniRef100_A0A3P5WV69|816|g__Xinfangfangia.s__Xinfangfangia_species
DL-endopeptidase_UniRef100_S7U7G8|165|g__Geobacillus.s__Geobacillus_species	DL-endopeptidase_UniRef100_S7U7G8|165|g__Geobacillus.s__Geobacillus_species
DL-endopeptidase_UniRef100_A0A1H4B6J9|1266|g__Oribacterium.s__Oribacterium_species	DL-endopeptidase_UniRef100_A0A1H4B6J9|1266|g__Oribacterium.s__Oribacterium_species
DL-endopeptidase_UniRef100_A0A1H4B6J9|1266|g__Oribacterium.s__Oribacterium_species	DL-endopeptidase_UniRef100_A0A1I2Q7B9|1206|g__Oribacterium.s__Oribacterium_species
DL-endopeptidase_UniRef100_A0A1I2BS16|1443|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A1I2BS16|1443|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A857JNU5|1431|g__Paraglaciecola.s__Paraglaciecola_species	DL-endopeptidase_UniRef100_A0A857JNU5|1431|g__Paraglaciecola.s__Paraglaciecola_species
DL-endopeptidase_UniRef100_A0A0D0HNG2|447|g__Anoxybacillus.s__Anoxybacillus_species	DL-endopeptidase_UniRef100_A0A0D0HNG2|447|g__Anoxybacillus.s__Anoxybacillus_species
DL-endopeptidase_UniRef100_A0A0D0HNG2|447|g__Anoxybacillus.s__Anoxybacillus_species	DL-endopeptidase_UniRef100_A0A0D0Q9I3|447|g__Anoxybacillus.s__Anoxybacillus_species
DL-endopeptidase_UniRef100_A0A1V5W6F5|471|g__Spirochaetes.s__Spirochaetes_species	DL-endopeptidase_UniRef100_A0A1V5W6F5|471|g__Spirochaetes.s__Spirochaetes_species
DL-endopeptidase_UniRef100_A0A2L2WTV2|552|g__Bacteroidales.s__Bacteroidales_species	DL-endopeptidase_UniRef100_A0A2L2WTV2|552|g__Bacteroidales.s__Bacteroidales_species
DL-endopeptidase_UniRef100_A0A098EJJ4|909|g__Planococcus.s__Planococcus_species	DL-endopeptidase_UniRef100_A0A098EJJ4|909|g__Planococcus.s__Planococcus_species
DL-endopeptidase_UniRef100_A0A1V5WC85|1404|g__Chloroflexi.s__Chloroflexi_species	DL-endopeptidase_UniRef100_A0A1V5WC85|1404|g__Chloroflexi.s__Chloroflexi_species
DL-endopeptidase_UniRef100_A0A380BF02|1104|g__Sporosarcina.s__Sporosarcina_species	DL-endopeptidase_UniRef100_A0A380BF02|1104|g__Sporosarcina.s__Sporosarcina_species
DL-endopeptidase_UniRef100_A0A173U4W7|996|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A173U4W7|996|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A1C6JYE1|1959|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A1C6JYE1|1959|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C6JYE1|1959|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A1C5YJA9|1947|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A376GF05|762|g__Empedobacter.s__Empedobacter_species	DL-endopeptidase_UniRef100_A0A376GF05|762|g__Empedobacter.s__Empedobacter_species
DL-endopeptidase_UniRef100_A0A376GF05|762|g__Empedobacter.s__Empedobacter_species	DL-endopeptidase_UniRef100_A0A383TZK3|750|g__Candidatus.s__Candidatus_species
DL-endopeptidase_UniRef100_A0A4Y7RYV5|1089|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A4Y7RYV5|1089|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A4Y7RYV5|1089|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1V5BK93|1077|g__Pelotomaculum.s__Pelotomaculum_species
DL-endopeptidase_UniRef100_A0A4Y7RYV5|1089|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1V5BU00|1062|g__unclassified.s__unclassified_species
DL-endopeptidase_UniRef100_A0A4Y7RYV5|1089|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A4Y7RUU4|912|g__Pelotomaculum.s__Pelotomaculum_species
DL-endopeptidase_UniRef100_A0A4Y7RYV5|1089|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1V4W1P0|1074|g__Pelotomaculum.s__Pelotomaculum_species
DL-endopeptidase_UniRef100_A0A4Y7RYV5|1089|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A4Y7R6N3|912|g__Pelotomaculum.s__Pelotomaculum_species
DL-endopeptidase_UniRef100_A0A4Y7RYV5|1089|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1V5NVM4|771|g__Firmicutes.s__Firmicutes_species
DL-endopeptidase_UniRef100_A0A971NJL2|888|g__Clostridiales.s__Clostridiales_species	DL-endopeptidase_UniRef100_A0A971NJL2|888|g__Clostridiales.s__Clostridiales_species
DL-endopeptidase_UniRef100_A0A0D0EWW0|969|g__Caldibacillus.s__Caldibacillus_species	DL-endopeptidase_UniRef100_A0A0D0EWW0|969|g__Caldibacillus.s__Caldibacillus_species
DL-endopeptidase_UniRef100_A0A0D0EWW0|969|g__Caldibacillus.s__Caldibacillus_species	DL-endopeptidase_UniRef100_A0A0D0FND7|969|g__Caldibacillus.s__Caldibacillus_species
DL-endopeptidase_UniRef100_A0A1C6JJG3|1140|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C6JJG3|1140|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A1C6JJG3|1140|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A7U9NG69|1092|g__Lachnospiraceae.s__Lachnospiraceae_species
DL-endopeptidase_UniRef100_A0A348AMB8|924|g__Methylomusa.s__Methylomusa_species	DL-endopeptidase_UniRef100_A0A348AMB8|924|g__Methylomusa.s__Methylomusa_species
DL-endopeptidase_UniRef100_Q67P41|1200|g__Symbiobacterium.s__Symbiobacterium_species	DL-endopeptidase_UniRef100_Q67P41|1200|g__Symbiobacterium.s__Symbiobacterium_species
DL-endopeptidase_UniRef100_Q67P41|1200|g__Symbiobacterium.s__Symbiobacterium_species	DL-endopeptidase_UniRef100_A0A1M6AM16|1050|g__Desulfosporosinus.s__Desulfosporosinus_species
DL-endopeptidase_UniRef100_Q67P41|1200|g__Symbiobacterium.s__Symbiobacterium_species	DL-endopeptidase_UniRef100_A0A1G8EKC8|1050|g__Desulfosporosinus.s__Desulfosporosinus_species
DL-endopeptidase_UniRef100_A0A1M6HTI5|894|g__Pseudobutyrivibrio.s__Pseudobutyrivibrio_species	DL-endopeptidase_UniRef100_A0A1M6HTI5|894|g__Pseudobutyrivibrio.s__Pseudobutyrivibrio_species
DL-endopeptidase_UniRef100_A0A1M6HTI5|894|g__Pseudobutyrivibrio.s__Pseudobutyrivibrio_species	DL-endopeptidase_UniRef100_A0A1I3GQ51|762|g__Pseudobutyrivibrio.s__Pseudobutyrivibrio_species
DL-endopeptidase_UniRef100_A0A1M6HTI5|894|g__Pseudobutyrivibrio.s__Pseudobutyrivibrio_species	DL-endopeptidase_UniRef100_A0A1G5S0Z7|888|g__Pseudobutyrivibrio.s__Pseudobutyrivibrio_species
DL-endopeptidase_UniRef100_A0A6N7B0I0|993|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A6N7B0I0|993|g__Firmicutes.s__Firmicutes_species
DL-endopeptidase_UniRef100_A0A0B0I0E4|846|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A0B0I0E4|846|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A0B0I0E4|846|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A0B0I7I5|825|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A174ZGT3|1821|g__Lachnospira.s__Lachnospira_species	DL-endopeptidase_UniRef100_A0A174ZGT3|1821|g__Lachnospira.s__Lachnospira_species
DL-endopeptidase_UniRef100_A0A1V5R6H8|762|g__Acidobacteria.s__Acidobacteria_species	DL-endopeptidase_UniRef100_A0A1V5R6H8|762|g__Acidobacteria.s__Acidobacteria_species
DL-endopeptidase_UniRef100_A0A2K4ZQP4|1212|g__Acetatifactor.s__Acetatifactor_species	DL-endopeptidase_UniRef100_A0A2K4ZQP4|1212|g__Acetatifactor.s__Acetatifactor_species
DL-endopeptidase_UniRef100_A0A4P1JX53|447|g__Brevundimonas.s__Brevundimonas_species	DL-endopeptidase_UniRef100_A0A4P1JX53|447|g__Brevundimonas.s__Brevundimonas_species
DL-endopeptidase_UniRef100_A0A4P1JX53|447|g__Brevundimonas.s__Brevundimonas_species	DL-endopeptidase_UniRef100_A0A1E3H803|423|g__Methylobrevis.s__Methylobrevis_species
DL-endopeptidase_UniRef100_A0A4P1JX53|447|g__Brevundimonas.s__Brevundimonas_species	DL-endopeptidase_UniRef100_A0A2R8AL22|444|g__Aliiroseovarius.s__Aliiroseovarius_species
DL-endopeptidase_UniRef100_A0A4P1JX53|447|g__Brevundimonas.s__Brevundimonas_species	DL-endopeptidase_UniRef100_A0A1X6YPN7|438|g__Pseudooceanicola.s__Pseudooceanicola_species
DL-endopeptidase_UniRef100_A0A4P1JX53|447|g__Brevundimonas.s__Brevundimonas_species	DL-endopeptidase_UniRef100_A0A0P1I474|444|g__Ruegeria.s__Ruegeria_species
DL-endopeptidase_UniRef100_A0A4P1JX53|447|g__Brevundimonas.s__Brevundimonas_species	DL-endopeptidase_UniRef100_A0A5P9F9A1|432|g__Sulfitobacter.s__Sulfitobacter_species
DL-endopeptidase_UniRef100_A0A4P1JX53|447|g__Brevundimonas.s__Brevundimonas_species	DL-endopeptidase_UniRef100_A0A238JXQ8|441|g__Ruegeria.s__Ruegeria_species
DL-endopeptidase_UniRef100_A0A4P1JX53|447|g__Brevundimonas.s__Brevundimonas_species	DL-endopeptidase_UniRef100_A0A6V6ZML8|444|g__Ruegeria.s__Ruegeria_species
DL-endopeptidase_UniRef100_A0A4P1JX53|447|g__Brevundimonas.s__Brevundimonas_species	DL-endopeptidase_UniRef100_A0A5J4E057|432|g__bacterium.s__bacterium_species
DL-endopeptidase_UniRef100_A0A7Z0VHT7|489|g__Candidatus.s__Candidatus_species	DL-endopeptidase_UniRef100_A0A7Z0VHT7|489|g__Candidatus.s__Candidatus_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A1C5VKW1|1614|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A6N2X1N5|1635|g__Enterocloster.s__Enterocloster_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A1C5LUC3|1968|g__Bacteria.s__Bacteria_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A174QFW1|1965|g__Fusicatenibacter.s__Fusicatenibacter_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A1C6JJA5|1965|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A329TNF5|1968|g__Firmicutes.s__Firmicutes_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A143X3H5|1710|g__Clostridiales.s__Clostridiales_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A174TKR8|1890|g__Anaerotruncus.s__Anaerotruncus_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A1C5MU36|1887|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A1C6JM90|1887|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A564USV1|1887|g__Dorea.s__Dorea_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A1C6HVD0|1680|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A1C6J7E2|1647|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A1C6IBE4|1989|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A2K4ZD75|795|g__Acetatifactor.s__Acetatifactor_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A1C5WD06|1914|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5S0Y9|2172|g__Ruminococcus.s__Ruminococcus_species	DL-endopeptidase_UniRef100_A0A1C5WT81|273|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1V5RMR7|888|g__Chloroflexi.s__Chloroflexi_species	DL-endopeptidase_UniRef100_A0A1V5RMR7|888|g__Chloroflexi.s__Chloroflexi_species
DL-endopeptidase_UniRef100_A0A1C3RCD0|996|g__Candidatus.s__Candidatus_species	DL-endopeptidase_UniRef100_A0A1C3RCD0|996|g__Candidatus.s__Candidatus_species
DL-endopeptidase_UniRef100_V7PZ44|1533|g__Parcubacteria.s__Parcubacteria_species	DL-endopeptidase_UniRef100_V7PZ44|1533|g__Parcubacteria.s__Parcubacteria_species
DL-endopeptidase_UniRef100_A0A1C5SKU4|852|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A1C5SKU4|852|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C6JRH7|1014|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C6JRH7|1014|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A1C6JRH7|1014|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C5PVG7|915|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C6JRH7|1014|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C5RZK9|957|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C6JRH7|1014|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1G5I9T4|891|g__Blautia.s__Blautia_species
DL-endopeptidase_UniRef100_A0A1V5Y434|1023|g__candidate.s__candidate_species	DL-endopeptidase_UniRef100_A0A1V5Y434|1023|g__candidate.s__candidate_species
DL-endopeptidase_UniRef100_A0A369QGF4|783|g__Adhaeribacter.s__Adhaeribacter_species	DL-endopeptidase_UniRef100_A0A369QGF4|783|g__Adhaeribacter.s__Adhaeribacter_species
DL-endopeptidase_UniRef100_H0U7A9|990|g__Brevibacillus.s__Brevibacillus_species	DL-endopeptidase_UniRef100_H0U7A9|990|g__Brevibacillus.s__Brevibacillus_species
DL-endopeptidase_UniRef100_H0U7A9|990|g__Brevibacillus.s__Brevibacillus_species	DL-endopeptidase_UniRef100_A0A075R7A2|990|g__Brevibacillus.s__Brevibacillus_species
DL-endopeptidase_UniRef100_H0U7A9|990|g__Brevibacillus.s__Brevibacillus_species	DL-endopeptidase_UniRef100_A0A919WG98|906|g__Robertmurraya.s__Robertmurraya_species
DL-endopeptidase_UniRef100_H0U7A9|990|g__Brevibacillus.s__Brevibacillus_species	DL-endopeptidase_UniRef100_A0A6C1VWQ9|765|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A1M6MFD1|1014|g__Geosporobacter.s__Geosporobacter_species	DL-endopeptidase_UniRef100_A0A1M6MFD1|1014|g__Geosporobacter.s__Geosporobacter_species
DL-endopeptidase_UniRef100_A0A1M6MFD1|1014|g__Geosporobacter.s__Geosporobacter_species	DL-endopeptidase_UniRef100_A0A841KYX2|1008|g__Anaerosolibacter.s__Anaerosolibacter_species
DL-endopeptidase_UniRef100_A0A7V8FF20|1434|g__Stenotrophomonas.s__Stenotrophomonas_species	DL-endopeptidase_UniRef100_A0A7V8FF20|1434|g__Stenotrophomonas.s__Stenotrophomonas_species
DL-endopeptidase_UniRef100_A0A7V8FF20|1434|g__Stenotrophomonas.s__Stenotrophomonas_species	DL-endopeptidase_UniRef100_A0A562L7A1|1410|g__Luteimonas.s__Luteimonas_species
DL-endopeptidase_UniRef100_A0A1A6AKX1|8334|g__Clostridium.s__Clostridium_species	DL-endopeptidase_UniRef100_A0A1A6AKX1|8334|g__Clostridium.s__Clostridium_species
DL-endopeptidase_UniRef100_A0A1V5U177|1338|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A1V5U177|1338|g__Firmicutes.s__Firmicutes_species
DL-endopeptidase_UniRef100_A0A2K9E0S4|996|g__Acetivibrio.s__Acetivibrio_species	DL-endopeptidase_UniRef100_A0A2K9E0S4|996|g__Acetivibrio.s__Acetivibrio_species
DL-endopeptidase_UniRef100_A0A4V2DZ80|690|g__Cryobacterium.s__Cryobacterium_species	DL-endopeptidase_UniRef100_A0A4V2DZ80|690|g__Cryobacterium.s__Cryobacterium_species
DL-endopeptidase_UniRef100_A0A7R7E2C2|924|g__Mesorhizobium.s__Mesorhizobium_species	DL-endopeptidase_UniRef100_A0A7R7E2C2|924|g__Mesorhizobium.s__Mesorhizobium_species
DL-endopeptidase_UniRef100_A0A8A0RIS4|1209|g__Koleobacter.s__Koleobacter_species	DL-endopeptidase_UniRef100_A0A8A0RIS4|1209|g__Koleobacter.s__Koleobacter_species
DL-endopeptidase_UniRef100_A0A8A0RIS4|1209|g__Koleobacter.s__Koleobacter_species	DL-endopeptidase_UniRef100_A0A162M7N2|1197|g__Thermovenabulum.s__Thermovenabulum_species
DL-endopeptidase_UniRef100_A0A1C5LM33|786|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A1C5LM33|786|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5LM33|786|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A1C5VR62|786|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1V5XI10|687|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A1V5XI10|687|g__Firmicutes.s__Firmicutes_species
DL-endopeptidase_UniRef100_A0A4Y7RB34|2004|g__Pelotomaculum.s__Pelotomaculum_species	DL-endopeptidase_UniRef100_A0A4Y7RB34|2004|g__Pelotomaculum.s__Pelotomaculum_species
DL-endopeptidase_UniRef100_A0A4Y7RB34|2004|g__Pelotomaculum.s__Pelotomaculum_species	DL-endopeptidase_UniRef100_A0A1V4VXS9|1932|g__Pelotomaculum.s__Pelotomaculum_species
DL-endopeptidase_UniRef100_A0A0A5FX53|879|g__Pontibacillus.s__Pontibacillus_species	DL-endopeptidase_UniRef100_A0A0A5FX53|879|g__Pontibacillus.s__Pontibacillus_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C6AVJ4|1662|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A564W7U7|699|g__Blautia.s__Blautia_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C5YKF1|1701|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C5YW32|1701|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A174GWM5|1716|g__Fusicatenibacter.s__Fusicatenibacter_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C6ATA7|1716|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C6BST3|1716|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C6DPK9|1716|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A6N2T144|1716|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A6N2XWA2|1716|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C6IK15|1716|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C5P7X1|1716|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C5Y7C6|1716|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C5ZVE5|1716|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A174R1Z8|1749|g__Blautia.s__Blautia_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C5RYM2|1206|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5VXA3|1809|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C6FHB1|1728|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A380MAT3|1290|g__Trueperella.s__Trueperella_species	DL-endopeptidase_UniRef100_A0A380MAT3|1290|g__Trueperella.s__Trueperella_species
DL-endopeptidase_UniRef100_A0A380MAT3|1290|g__Trueperella.s__Trueperella_species	DL-endopeptidase_UniRef100_A0A0W1KLI1|1257|g__Trueperella.s__Trueperella_species
DL-endopeptidase_UniRef100_A0A5P9HKW0|570|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A5P9HKW0|570|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A1E3KYV2|2715|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A1E3KYV2|2715|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A3P3XI41|1485|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A3P3XI41|1485|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A173U6N6|1314|g__Roseburia.s__Roseburia_species	DL-endopeptidase_UniRef100_A0A173U6N6|1314|g__Roseburia.s__Roseburia_species
DL-endopeptidase_UniRef100_A0A173U6N6|1314|g__Roseburia.s__Roseburia_species	DL-endopeptidase_UniRef100_A0A173T002|1194|g__Roseburia.s__Roseburia_species
DL-endopeptidase_UniRef100_A0A1C6K4M9|1197|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A1C6K4M9|1197|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A1V4IFT6|1101|g__Clostridium.s__Clostridium_species	DL-endopeptidase_UniRef100_A0A1V4IFT6|1101|g__Clostridium.s__Clostridium_species
